,ZipCode,ZipName,State,County
4170,25064,Dunbar,WV,2
4171,25071,Elkview,WV,4
4172,25130,Madison,WV,Boone County
4173,25143,Nitro,WV,3
4174,25177,Saint Albans,WV,3
4175,25213,Winfield,WV,Scott
4176,25271,Ripley,WV,Eastern
4177,25276,Spencer,WV,Roane County
4178,25301,Charleston,WV,Kanawha County
4179,25302,Charleston,WV,Kanawha County
4180,25303,South Charleston,WV,2
4181,25304,Charleston,WV,Kanawha County
4182,25309,South Charleston,WV,2
4183,25311,Charleston,WV,Kanawha County
4184,25312,Charleston,WV,Kanawha County
4185,25313,Charleston,WV,Kanawha County
4186,25314,Charleston,WV,Kanawha County
4187,25401,Martinsburg,WV,Berkeley County
4188,25403,Martinsburg,WV,Berkeley County
4189,25404,Martinsburg,WV,Berkeley County
4190,25405,Martinsburg,WV,Berkeley County
4191,25411,Berkeley Springs,WV,2
4192,25413,Bunker Hill,WV,Shenandoah
4193,25414,Charles Town,WV,Charles Town
4194,25419,Falling Waters,WV,Potomac
4195,25420,Gerrardstown,WV,Valley
4196,25422,Great Cacapon,WV,1
4197,25425,Harpers Ferry,WV,Harpers Ferry
4198,25427,Hedgesville,WV,Norborne
4199,25428,Inwood,WV,Shenandoah
4200,25430,Kearneysville,WV,Middleway
4201,25438,Ranson,WV,Charles Town
4202,25443,Shepherdstown,WV,Shepherdstown
4203,25504,Barboursville,WV,4
4204,25510,Culloden,WV,5
4205,25526,Hurricane,WV,Putnam County
4206,25530,Kenova,WV,Ceredo
4207,25541,Milton,WV,5
4208,25545,Ona,WV,4
4209,25550,Point Pleasant,WV,Lewis
4210,25560,Scott Depot,WV,Teays Valley
4211,25701,Huntington,WV,Cabell County
4212,25702,Huntington,WV,Cabell County
4213,25704,Huntington,WV,Cabell County
4214,25705,Huntington,WV,Cabell County
4215,25801,Beckley,WV,Raleigh County
4216,25813,Beaver,WV,3
4217,25832,Daniels,WV,3
4218,25840,Fayetteville,WV,New Haven
4219,25843,Ghent,WV,1
4220,25880,Mount Hope,WV,Fayette County
4221,25901,Oak Hill,WV,Plateau
4222,25918,Shady Spring,WV,3
4223,26003,Wheeling,WV,Ohio County
4224,26037,Follansbee,WV,Follansbee
4225,26041,Moundsville,WV,2
4226,26062,Weirton,WV,Hancock County
4227,26070,Wellsburg,WV,Wellsburg
4228,26101,Parkersburg,WV,Wood County
4229,26104,Parkersburg,WV,Wood County
4230,26105,Vienna,WV,Wood County
4231,26155,New Martinsville,WV,3
4232,26164,Ravenswood,WV,Northern
4233,26170,Saint Marys,WV,Pleasants County
4234,26181,Washington,WV,Lubeck
4235,26187,Williamstown,WV,Williams
4236,26201,Buckhannon,WV,First
4237,26241,Elkins,WV,Leadsville
4238,26250,Belington,WV,South
4239,26260,Davis,WV,Davis
4240,26291,Slatyfork,WV,Edray
4241,26301,Clarksburg,WV,Harrison County
4242,26330,Bridgeport,WV,Eastern
4243,26354,Grafton,WV,Taylor County
4244,26416,Philippi,WV,Barbour County
4245,26426,Salem,WV,Southwest
4246,26452,Weston,WV,Lewis County
4247,26501,Morgantown,WV,Monongalia County
4248,26505,Morgantown,WV,Monongalia County
4249,26508,Morgantown,WV,Monongalia County
4250,26525,Bruceton Mills,WV,First
4251,26537,Kingwood,WV,Preston County
4252,26554,Fairmont,WV,Marion County
4253,26651,Summersville,WV,Summersville
4254,26704,Augusta,WV,Gore
4255,26711,Capon Bridge,WV,Hampshire County
4256,26726,Keyser,WV,2
4257,26753,Ridgeley,WV,3
4258,26757,Romney,WV,Romney
4259,26764,Terra Alta,WV,Preston County
4260,26810,Lost City,WV,Lost River
4261,26812,Mathias,WV,Lost River
4262,26836,Moorefield,WV,Hardy County
4263,26847,Petersburg,WV,Milroy
4264,26851,Wardensville,WV,Capon
4265,27006,Advance,NC,Shady Grove
4266,27012,Clemmons,NC,Clemmonsville
4267,27013,Cleveland,NC,Cleveland
4268,27017,Dobson,NC,Dobson
4269,27018,East Bend,NC,East Bend
4270,27021,King,NC,Yadkin
4271,27023,Lewisville,NC,Forsyth County
4272,27025,Madison,NC,Madison
4273,27027,Mayodan,NC,Madison
4274,27028,Mocksville,NC,Mocksville
4275,27030,Mount Airy,NC,Mount Airy
4276,27040,Pfafftown,NC,Vienna
4277,27041,Pilot Mountain,NC,Pilot
4278,27043,Pinnacle,NC,Yadkin
4279,27045,Rural Hall,NC,Bethania
4280,27048,Stoneville,NC,Mayo
4281,27050,Tobaccoville,NC,Forsyth County
4282,27051,Walkertown,NC,Forsyth County
4283,27052,Walnut Cove,NC,Sauratown
4284,27053,Westfield,NC,Surry County
4285,27055,Yadkinville,NC,North Liberty
4286,27101,Winston Salem,NC,Winston
4287,27103,Winston Salem,NC,Winston
4288,27104,Winston Salem,NC,Winston
4289,27105,Winston Salem,NC,Winston
4290,27106,Winston Salem,NC,Winston
4291,27107,Winston Salem,NC,Winston
4292,27127,Winston Salem,NC,Winston
4293,27203,Asheboro,NC,Randolph County
4294,27205,Asheboro,NC,Randolph County
4295,27214,Browns Summit,NC,Monroe
4296,27215,Burlington,NC,Alamance County
4297,27217,Burlington,NC,Alamance County
4298,27235,Colfax,NC,Deep River
4299,27239,Denton,NC,Emmons
4300,27243,Efland,NC,Cheeks
4301,27244,Elon,NC,"3, Boone Station"
4302,27249,Gibsonville,NC,Guilford County
4303,27253,Graham,NC,"6, Graham"
4304,27258,Haw River,NC,"13, Haw River"
4305,27260,High Point,NC,Guilford County
4306,27262,High Point,NC,Guilford County
4307,27263,High Point,NC,Guilford County
4308,27265,High Point,NC,Guilford County
4309,27278,Hillsborough,NC,Hillsborough
4310,27281,Jackson Springs,NC,"9, Mineral Springs"
4311,27282,Jamestown,NC,Jamestown
4312,27284,Kernersville,NC,Kernersville
4313,27288,Eden,NC,Leaksville
4314,27292,Lexington,NC,Lexington
4315,27295,Lexington,NC,Lexington
4316,27298,Liberty,NC,Liberty
4317,27301,McLeansville,NC,Jefferson
4318,27302,Mebane,NC,Melville
4319,27306,Mount Gilead,NC,Mount Gilead
4320,27310,Oak Ridge,NC,Oak Ridge
4321,27312,Pittsboro,NC,Center
4322,27313,Pleasant Garden,NC,Fentress
4323,27316,Ramseur,NC,Columbia
4324,27317,Randleman,NC,Randleman
4325,27320,Reidsville,NC,Reidsville
4326,27326,Ruffin,NC,Ruffin
4327,27330,Sanford,NC,Lee County
4328,27332,Sanford,NC,Lee County
4329,27343,Semora,NC,Milton
4330,27344,Siler City,NC,Matthews
4331,27349,Snow Camp,NC,"8, Newlin"
4332,27357,Stokesdale,NC,Oak Ridge
4333,27358,Summerfield,NC,Bruce
4334,27360,Thomasville,NC,Thomasville
4335,27370,Trinity,NC,Trinity
4336,27371,Troy,NC,Troy
4337,27376,West End,NC,"9, Mineral Springs"
4338,27377,Whitsett,NC,Rock Creek
4339,27379,Yanceyville,NC,Yanceyville
4340,27401,Greensboro,NC,Guilford County
4341,27403,Greensboro,NC,Guilford County
4342,27405,Greensboro,NC,Guilford County
4343,27406,Greensboro,NC,Guilford County
4344,27407,Greensboro,NC,Guilford County
4345,27408,Greensboro,NC,Guilford County
4346,27409,Greensboro,NC,Guilford County
4347,27410,Greensboro,NC,Guilford County
4348,27455,Greensboro,NC,Guilford County
4349,27501,Angier,NC,Black River
4350,27502,Apex,NC,White Oak
4351,27503,Bahama,NC,Mangum
4352,27504,Benson,NC,Banner
4353,27505,Broadway,NC,"3, Cape Fear"
4354,27510,Carrboro,NC,Chapel Hill
4355,27511,Cary,NC,Wake County
4356,27513,Cary,NC,Wake County
4357,27514,Chapel Hill,NC,Chapel Hill
4358,27516,Chapel Hill,NC,Chapel Hill
4359,27517,Chapel Hill,NC,Chapel Hill
4360,27518,Cary,NC,Wake County
4361,27519,Cary,NC,Wake County
4362,27520,Clayton,NC,Clayton
4363,27521,Coats,NC,Grove
4364,27522,Creedmoor,NC,Dutchville
4365,27523,Apex,NC,White Oak
4366,27524,Four Oaks,NC,Ingrams
4367,27525,Franklinton,NC,Franklinton
4368,27526,Fuquay Varina,NC,Middle Creek
4369,27527,Clayton,NC,Clayton
4370,27529,Garner,NC,St. Marys
4371,27530,Goldsboro,NC,Wayne County
4372,27534,Goldsboro,NC,Wayne County
4373,27536,Henderson,NC,Henderson
4374,27537,Henderson,NC,Henderson
4375,27539,Apex,NC,White Oak
4376,27540,Holly Springs,NC,Holly Springs
4377,27542,Kenly,NC,Beulah
4378,27545,Knightdale,NC,St. Matthews
4379,27546,Lillington,NC,Harnett County
4380,27549,Louisburg,NC,Louisburg
4381,27551,Macon,NC,North Carolina
4382,27560,Morrisville,NC,Cedar Fork
4383,27565,Oxford,NC,Granville County
4384,27569,Princeton,NC,Boon Hill
4385,27571,Rolesville,NC,Wake Forest
4386,27572,Rougemont,NC,Mangum
4387,27573,Roxboro,NC,Roxboro
4388,27574,Roxboro,NC,Roxboro
4389,27576,Selma,NC,Selma
4390,27577,Smithfield,NC,Smithfield
4391,27581,Stem,NC,Tally Ho
4392,27583,Timberlake,NC,Flat River
4393,27587,Wake Forest,NC,Wake Forest
4394,27589,Warrenton,NC,Warrenton
4395,27591,Wendell,NC,Marks Creek
4396,27592,Willow Spring,NC,Middle Creek
4397,27596,Youngsville,NC,Youngsville
4398,27597,Zebulon,NC,Little River
4399,27601,Raleigh,NC,Wake County
4400,27603,Raleigh,NC,Wake County
4401,27604,Raleigh,NC,Wake County
4402,27605,Raleigh,NC,Wake County
4403,27606,Raleigh,NC,Wake County
4404,27607,Raleigh,NC,Wake County
4405,27608,Raleigh,NC,Wake County
4406,27609,Raleigh,NC,Wake County
4407,27610,Raleigh,NC,Wake County
4408,27612,Raleigh,NC,Wake County
4409,27613,Raleigh,NC,Wake County
4410,27614,Raleigh,NC,Wake County
4411,27615,Raleigh,NC,Wake County
4412,27616,Raleigh,NC,Wake County
4413,27617,Raleigh,NC,Wake County
4414,27701,Durham,NC,Durham County
4415,27703,Durham,NC,Durham County
4416,27704,Durham,NC,Durham County
4417,27705,Durham,NC,Durham County
4418,27707,Durham,NC,Durham County
4419,27712,Durham,NC,Durham County
4420,27713,Durham,NC,Durham County
4421,27801,Rocky Mount,NC,Edgecombe County
4422,27803,Rocky Mount,NC,Edgecombe County
4423,27804,Rocky Mount,NC,Edgecombe County
4424,27806,Aurora,NC,Richland
4425,27807,Bailey,NC,Bailey
4426,27808,Bath,NC,Bath
4427,27809,Battleboro,NC,North Carolina Wesleyan College
4428,27810,Belhaven,NC,Pantego
4429,27814,Blounts Creek,NC,Chocowinity
4430,27817,Chocowinity,NC,Chocowinity
4431,27822,Elm City,NC,Toisnot
4432,27828,Farmville,NC,Farmville
4433,27834,Greenville,NC,Pitt County
4434,27837,Grimesland,NC,Grimesland
4435,27842,Henrico,NC,Gaston
4436,27850,Littleton,NC,Littleton
4437,27855,Murfreesboro,NC,Murfreesboro
4438,27856,Nashville,NC,Nashville
4439,27858,Greenville,NC,Pitt County
4440,27863,Pikeville,NC,Pikeville
4441,27870,Roanoke Rapids,NC,Roanoke Rapids
4442,27871,Robersonville,NC,Robersonville
4443,27880,Sims,NC,Old Fields
4444,27886,Tarboro,NC,"1, Tarboro"
4445,27889,Washington,NC,Washington
4446,27892,Williamston,NC,Williamston
4447,27893,Wilson,NC,Wilson
4448,27896,Wilson,NC,Wilson
4449,27909,Elizabeth City,NC,Pasquotank County
4450,27910,Ahoskie,NC,Ahoskie
4451,27921,Camden,NC,Camden County
4452,27923,Coinjock,NC,Poplar Branch
4453,27925,Columbia,NC,Columbia
4454,27927,Corolla,NC,Poplar Branch
4455,27929,Currituck,NC,North Carolina
4456,27932,Edenton,NC,"1, Edenton"
4457,27939,Grandy,NC,Poplar Branch
4458,27944,Hertford,NC,Perquimans County
4459,27948,Kill Devil Hills,NC,Atlantic
4460,27949,Kitty Hawk,NC,Atlantic
4461,27954,Manteo,NC,Nags Head
4462,27958,Moyock,NC,Moyock
4463,27959,Nags Head,NC,Nags Head
4464,27960,Ocracoke,NC,Ocracoke
4465,27962,Plymouth,NC,Plymouth
4466,27976,South Mills,NC,South Mills
4467,27983,Windsor,NC,Windsor
4468,28001,Albemarle,NC,Stanly County
4469,28012,Belmont,NC,South Point
4470,28016,Bessemer City,NC,Crowders Mountain
4471,28018,Bostic,NC,Cool Spring
4472,28021,Cherryville,NC,Cherryville
4473,28023,China Grove,NC,China Grove
4474,28025,Concord,NC,Cabarrus County
4475,28027,Concord,NC,Cabarrus County
4476,28031,Cornelius,NC,"10, Lemley"
4477,28032,Cramerton,NC,South Point
4478,28034,Dallas,NC,Dallas
4479,28036,Davidson,NC,"9, Deweese"
4480,28037,Denver,NC,Catawba Springs
4481,28040,Ellenboro,NC,Colfax
4482,28043,Forest City,NC,Cool Spring
4483,28052,Gastonia,NC,Gastonia
4484,28054,Gastonia,NC,Gastonia
4485,28056,Gastonia,NC,Gastonia
4486,28075,Harrisburg,NC,"1, Harrisburg"
4487,28078,Huntersville,NC,Mecklenburg County
4488,28079,Indian Trail,NC,Vance
4489,28080,Iron Station,NC,Ironton
4490,28081,Kannapolis,NC,"4, Kannapolis"
4491,28083,Kannapolis,NC,"4, Kannapolis"
4492,28086,Kings Mountain,NC,"4, Kings Mountain"
4493,28088,Landis,NC,China Grove
4494,28090,Lawndale,NC,"9, Double Shoals"
4495,28092,Lincolnton,NC,Lincolnton
4496,28097,Locust,NC,Furr
4497,28103,Marshville,NC,Marshville
4498,28104,Matthews,NC,"13, Morning Star"
4499,28105,Matthews,NC,"13, Morning Star"
4500,28107,Midland,NC,"10, Midland"
4501,28110,Monroe,NC,Monroe
4502,28112,Monroe,NC,Monroe
4503,28114,Mooresboro,NC,"7, Sandy Run"
4504,28115,Mooresville,NC,Iredell County
4505,28117,Mooresville,NC,Iredell County
4506,28120,Mount Holly,NC,Riverbend
4507,28124,Mount Pleasant,NC,"8, Mount Pleasant"
4508,28127,New London,NC,Harris
4509,28128,Norwood,NC,Center
4510,28129,Oakboro,NC,Big Lick
4511,28134,Pineville,NC,"14, Pineville"
4512,28138,Rockwell,NC,Gold Hill
4513,28139,Rutherfordton,NC,Rutherfordton
4514,28144,Salisbury,NC,Rowan County
4515,28146,Salisbury,NC,Rowan County
4516,28147,Salisbury,NC,Rowan County
4517,28150,Shelby,NC,"6, Shelby"
4518,28152,Shelby,NC,"6, Shelby"
4519,28159,Spencer,NC,Salisbury
4520,28160,Spindale,NC,Rutherfordton
4521,28163,Stanfield,NC,Furr
4522,28164,Stanley,NC,Riverbend
4523,28166,Troutman,NC,Fallstown
4524,28167,Union Mills,NC,Camp Creek
4525,28168,Vale,NC,Howards Creek
4526,28170,Wadesboro,NC,Wadesboro
4527,28173,Waxhaw,NC,Union County
4528,28174,Wingate,NC,Monroe
4529,28202,Charlotte,NC,"1, Charlotte"
4530,28203,Charlotte,NC,"1, Charlotte"
4531,28204,Charlotte,NC,"1, Charlotte"
4532,28205,Charlotte,NC,"1, Charlotte"
4533,28206,Charlotte,NC,"1, Charlotte"
4534,28207,Charlotte,NC,"1, Charlotte"
4535,28208,Charlotte,NC,"1, Charlotte"
4536,28209,Charlotte,NC,"1, Charlotte"
4537,28210,Charlotte,NC,"1, Charlotte"
4538,28211,Charlotte,NC,"1, Charlotte"
4539,28212,Charlotte,NC,"1, Charlotte"
4540,28213,Charlotte,NC,"1, Charlotte"
4541,28214,Charlotte,NC,"1, Charlotte"
4542,28215,Charlotte,NC,"1, Charlotte"
4543,28216,Charlotte,NC,"1, Charlotte"
4544,28217,Charlotte,NC,"1, Charlotte"
4545,28226,Charlotte,NC,"1, Charlotte"
4546,28227,Charlotte,NC,"1, Charlotte"
4547,28262,Charlotte,NC,"1, Charlotte"
4548,28269,Charlotte,NC,"1, Charlotte"
4549,28270,Charlotte,NC,"1, Charlotte"
4550,28273,Charlotte,NC,"1, Charlotte"
4551,28277,Charlotte,NC,"1, Charlotte"
4552,28278,Charlotte,NC,"1, Charlotte"
4553,28301,Fayetteville,NC,Cumberland County
4554,28303,Fayetteville,NC,Cumberland County
4555,28304,Fayetteville,NC,Cumberland County
4556,28305,Fayetteville,NC,Cumberland County
4557,28306,Fayetteville,NC,Cumberland County
4558,28311,Fayetteville,NC,Cumberland County
4559,28312,Fayetteville,NC,Cumberland County
4560,28314,Fayetteville,NC,Cumberland County
4561,28315,Aberdeen,NC,"8, Sandhills"
4562,28320,Bladenboro,NC,Bladenboro
4563,28323,Bunnlevel,NC,Stewarts Creek
4564,28326,Cameron,NC,"6, Greenwood"
4565,28327,Carthage,NC,"1, Carthage"
4566,28328,Clinton,NC,North Clinton
4567,28333,Dudley,NC,Brogden
4568,28334,Dunn,NC,Averasboro
4569,28337,Elizabethtown,NC,Elizabethtown
4570,28339,Erwin,NC,Duke
4571,28340,Fairmont,NC,Fairmont
4572,28345,Hamlet,NC,Marks Creek
4573,28348,Hope Mills,NC,Rockfish
4574,28352,Laurinburg,NC,Stewartsville
4575,28356,Linden,NC,Carvers Creek
4576,28358,Lumberton,NC,Lumberton
4577,28360,Lumberton,NC,Lumberton
4578,28364,Maxton,NC,Maxton
4579,28365,Mount Olive,NC,Brogden
4580,28371,Parkton,NC,Parkton
4581,28373,Pinebluff,NC,"8, Sandhills"
4582,28374,Pinehurst,NC,"9, Mineral Springs"
4583,28376,Raeford,NC,Raeford
4584,28377,Red Springs,NC,Red Springs
4585,28379,Rockingham,NC,Rockingham
4586,28384,Saint Pauls,NC,St. Pauls
4587,28387,Southern Pines,NC,"7, McNeill"
4588,28390,Spring Lake,NC,Manchester
4589,28391,Stedman,NC,Cedar Creek
4590,28394,Vass,NC,"7, McNeill"
4591,28396,Wagram,NC,Spring Hill
4592,28398,Warsaw,NC,Warsaw
4593,28401,Wilmington,NC,Wilmington
4594,28403,Wilmington,NC,Wilmington
4595,28405,Wilmington,NC,Wilmington
4596,28409,Wilmington,NC,Wilmington
4597,28411,Wilmington,NC,Wilmington
4598,28412,Wilmington,NC,Wilmington
4599,28422,Bolivia,NC,Town Creek
4600,28425,Burgaw,NC,Burgaw
4601,28428,Carolina Beach,NC,Federal Point
4602,28429,Castle Hayne,NC,Cape Fear
4603,28443,Hampstead,NC,Topsail
4604,28445,Holly Ridge,NC,Stump Sound
4605,28449,Kure Beach,NC,Federal Point
4606,28450,Lake Waccamaw,NC,Waccamaw
4607,28451,Leland,NC,Town Creek
4608,28457,Rocky Point,NC,Rocky Point
4609,28460,Sneads Ferry,NC,Onslow County
4610,28461,Southport,NC,Smithville
4611,28462,Supply,NC,Lockwoods Folly
4612,28463,Tabor City,NC,South Williams
4613,28465,Oak Island,NC,Smithville
4614,28466,Wallace,NC,Island Creek
4615,28467,Calabash,NC,Shallotte
4616,28468,Sunset Beach,NC,Shallotte
4617,28469,Ocean Isle Beach,NC,Shallotte
4618,28470,Shallotte,NC,Brunswick County
4619,28472,Whiteville,NC,Whiteville
4620,28479,Winnabow,NC,Town Creek
4621,28480,Wrightsville Beach,NC,Harnett
4622,28501,Kinston,NC,Kinston
4623,28504,Kinston,NC,Kinston
4624,28510,Arapahoe,NC,5
4625,28512,Atlantic Beach,NC,Morehead
4626,28513,Ayden,NC,Ayden
4627,28516,Beaufort,NC,Beaufort
4628,28518,Beulaville,NC,Limestone
4629,28530,Grifton,NC,Grifton
4630,28531,Harkers Island,NC,Harkers Island
4631,28532,Havelock,NC,6
4632,28539,Hubert,NC,Swansboro
4633,28540,Jacksonville,NC,Onslow County
4634,28544,Midway Park,NC,Jacksonville
4635,28546,Jacksonville,NC,Onslow County
4636,28551,La Grange,NC,Moseley Hall
4637,28555,Maysville,NC,"1, White Oak"
4638,28556,Merritt,NC,Pamlico County
4639,28557,Morehead City,NC,Morehead
4640,28560,New Bern,NC,8
4641,28562,New Bern,NC,8
4642,28570,Newport,NC,Newport
4643,28571,Oriental,NC,2
4644,28574,Richlands,NC,Richlands
4645,28580,Snow Hill,NC,Snow Hill
4646,28582,Stella,NC,White Oak
4647,28584,Swansboro,NC,Swansboro
4648,28590,Winterville,NC,Winterville
4649,28594,Emerald Isle,NC,White Oak
4650,28601,Hickory,NC,Hickory
4651,28602,Hickory,NC,Hickory
4652,28604,Banner Elk,NC,Banner Elk
4653,28605,Blowing Rock,NC,Blowing Rock
4654,28607,Boone,NC,Watauga County
4655,28609,Catawba,NC,Catawba
4656,28610,Claremont,NC,Clines
4657,28612,Connelly Springs,NC,Burke County
4658,28613,Conover,NC,Catawba County
4659,28615,Creston,NC,Creston
4660,28617,Crumpler,NC,Walnut Hill
4661,28618,Deep Gap,NC,Elk
4662,28621,Elkin,NC,Elkin
4663,28622,Elk Park,NC,Elk Park
4664,28624,Ferguson,NC,Elk
4665,28625,Statesville,NC,Iredell County
4666,28626,Fleetwood,NC,Old Fields
4667,28630,Granite Falls,NC,Lovelady
4668,28634,Harmony,NC,Turnersburg
4669,28638,Hudson,NC,Hudson
4670,28640,Jefferson,NC,Jefferson
4671,28642,Jonesville,NC,North Knobs
4672,28643,Lansing,NC,Piney Creek
4673,28644,Laurel Springs,NC,Cranberry
4674,28645,Lenoir,NC,Caldwell County
4675,28646,Linville,NC,Linville
4676,28650,Maiden,NC,Newton
4677,28651,Millers Creek,NC,Reddies River
4678,28654,Moravian Falls,NC,Wilkes County
4679,28655,Morganton,NC,Morganton
4680,28657,Newland,NC,Avery County
4681,28658,Newton,NC,Newton
4682,28659,North Wilkesboro,NC,North Wilkesboro
4683,28663,Piney Creek,NC,Piney Creek
4684,28665,Purlear,NC,Reddies River
4685,28668,Roaring Gap,NC,Cherry Lane
4686,28673,Sherrills Ford,NC,Mountain Creek
4687,28675,Sparta,NC,Gap Civil
4688,28676,State Road,NC,Elkin
4689,28677,Statesville,NC,Iredell County
4690,28678,Stony Point,NC,Sharpes
4691,28679,Sugar Grove,NC,Laurel Creek
4692,28681,Taylorsville,NC,Taylorsville
4693,28682,Terrell,NC,Sherrills Ford
4694,28684,Todd,NC,Elk
4695,28690,Valdese,NC,Lovelady
4696,28692,Vilas,NC,Brushy Fork
4697,28693,Warrensville,NC,Clifton
4698,28694,West Jefferson,NC,West Jefferson
4699,28697,Wilkesboro,NC,Wilkesboro
4700,28698,Zionville,NC,Cove Creek
4701,28701,Alexander,NC,French Broad
4702,28704,Arden,NC,Limestone
4703,28705,Bakersville,NC,Bakersville
4704,28707,Balsam,NC,Scott Creek
4705,28709,Barnardsville,NC,Ivy
4706,28711,Black Mountain,NC,Black Mountain
4707,28712,Brevard,NC,Brevard
4708,28713,Bryson City,NC,Charleston
4709,28714,Burnsville,NC,Burnsville
4710,28715,Candler,NC,Upper Hominy
4711,28716,Canton,NC,Beaverdam
4712,28717,Cashiers,NC,Cashiers
4713,28721,Clyde,NC,Clyde
4714,28722,Columbus,NC,Columbus
4715,28723,Cullowhee,NC,Cullowhee
4716,28729,Etowah,NC,Mills River
4717,28730,Fairview,NC,Fairview
4718,28731,Flat Rock,NC,Hendersonville
4719,28732,Fletcher,NC,Hoopers Creek
4720,28734,Franklin,NC,Franklin
4721,28736,Glenville,NC,Hamburg
4722,28739,Hendersonville,NC,Hendersonville
4723,28740,Green Mountain,NC,Green Mountain
4724,28741,Highlands,NC,Highlands
4725,28742,Horse Shoe,NC,Henderson County
4726,28743,Hot Springs,NC,"6, Hot Springs"
4727,28745,Lake Junaluska,NC,Waynesville
4728,28746,Lake Lure,NC,Chimney Rock
4729,28747,Lake Toxaway,NC,Hogback
4730,28748,Leicester,NC,Leicester
4731,28751,Maggie Valley,NC,Ivy Hill
4732,28752,Marion,NC,Marion
4733,28753,Marshall,NC,Madison County
4734,28754,Mars Hill,NC,"3, Mars Hill"
4735,28756,Mill Spring,NC,White Oak
4736,28759,Mills River,NC,Mills River
4737,28761,Nebo,NC,Nebo
4738,28762,Old Fort,NC,Old Fort
4739,28763,Otto,NC,Smithbridge
4740,28768,Pisgah Forest,NC,Brevard
4741,28771,Robbinsville,NC,Cheoah
4742,28773,Saluda,NC,Saluda
4743,28774,Sapphire,NC,Hogback
4744,28775,Scaly Mountain,NC,Flats
4745,28777,Spruce Pine,NC,Grassy Creek
4746,28778,Swannanoa,NC,Swannanoa
4747,28779,Sylva,NC,Sylva
4748,28781,Topton,NC,Valleytown
4749,28782,Tryon,NC,Tryon
4750,28783,Tuckasegee,NC,River
4751,28785,Waynesville,NC,Waynesville
4752,28786,Waynesville,NC,Waynesville
4753,28787,Weaverville,NC,Reems Creek
4754,28789,Whittier,NC,Charleston
4755,28790,Zirconia,NC,Green River
4756,28791,Hendersonville,NC,Hendersonville
4757,28792,Hendersonville,NC,Hendersonville
4758,28801,Asheville,NC,Buncombe County
4759,28803,Asheville,NC,Buncombe County
4760,28804,Asheville,NC,Buncombe County
4761,28805,Asheville,NC,Buncombe County
4762,28806,Asheville,NC,Buncombe County
4763,28901,Andrews,NC,Valleytown
4764,28902,Brasstown,NC,Brasstown
4765,28904,Hayesville,NC,Hayesville
4766,28905,Marble,NC,Valleytown
4767,28906,Murphy,NC,Murphy
4768,28909,Warne,NC,Brasstown
4769,29003,Bamberg,SC,Bamberg County
4770,29006,Batesburg,SC,Lexington County
4771,29016,Blythewood,SC,Richland County
4772,29020,Camden,SC,Kershaw County
4773,29033,Cayce,SC,Lexington County
4774,29036,Chapin,SC,Lexington County
4775,29040,Dalzell,SC,Sumter County
4776,29045,Elgin,SC,Kershaw County
4777,29047,Elloree,SC,Orangeburg County
4778,29048,Eutawville,SC,Orangeburg County
4779,29053,Gaston,SC,Lexington County
4780,29054,Gilbert,SC,Lexington County
4781,29061,Hopkins,SC,Richland County
4782,29063,Irmo,SC,Lexington County
4783,29067,Kershaw,SC,Lancaster County
4784,29070,Leesville,SC,Batesburg-Leesville
4785,29072,Lexington,SC,Lexington County
4786,29073,Lexington,SC,Lexington County
4787,29078,Lugoff,SC,Kershaw County
4788,29102,Manning,SC,Clarendon County
4789,29108,Newberry,SC,Newberry County
4790,29115,Orangeburg,SC,Orangeburg County
4791,29118,Orangeburg,SC,Orangeburg County
4792,29127,Prosperity,SC,Newberry County
4793,29130,Ridgeway,SC,Fairfield County
4794,29135,Saint Matthews,SC,Calhoun County
4795,29142,Santee,SC,Orangeburg County
4796,29148,Summerton,SC,Clarendon County
4797,29150,Sumter,SC,Sumter County
4798,29153,Sumter,SC,Sumter County
4799,29154,Sumter,SC,Sumter County
4800,29160,Swansea,SC,Lexington County
4801,29161,Timmonsville,SC,Florence County
4802,29164,Wagener,SC,Aiken County
4803,29169,West Columbia,SC,Lexington County
4804,29170,West Columbia,SC,Lexington County
4805,29172,West Columbia,SC,Lexington County
4806,29180,Winnsboro,SC,Fairfield County
4807,29201,Columbia,SC,Richland County
4808,29203,Columbia,SC,Richland County
4809,29204,Columbia,SC,Richland County
4810,29205,Columbia,SC,Richland County
4811,29206,Columbia,SC,Richland County
4812,29209,Columbia,SC,Richland County
4813,29210,Columbia,SC,Richland County
4814,29212,Columbia,SC,Richland County
4815,29223,Columbia,SC,Richland County
4816,29229,Columbia,SC,Richland County
4817,29301,Spartanburg,SC,Spartanburg County
4818,29302,Spartanburg,SC,Spartanburg County
4819,29303,Spartanburg,SC,Spartanburg County
4820,29306,Spartanburg,SC,Spartanburg County
4821,29307,Spartanburg,SC,Spartanburg County
4822,29316,Boiling Springs,SC,Spartanburg County
4823,29322,Campobello,SC,Spartanburg County
4824,29323,Chesnee,SC,Spartanburg County
4825,29325,Clinton,SC,Laurens County
4826,29330,Cowpens,SC,Spartanburg County
4827,29332,Cross Hill,SC,Laurens County
4828,29334,Duncan,SC,Spartanburg County
4829,29340,Gaffney,SC,Cherokee County
4830,29341,Gaffney,SC,Cherokee County
4831,29349,Inman,SC,Spartanburg County
4832,29356,Landrum,SC,Columbus
4833,29360,Laurens,SC,Laurens County
4834,29365,Lyman,SC,Spartanburg County
