Zip Code,Median Income,Median Age,Total Population,White Pop,Black Pop,Asian Pop,Hispanic Pop,Pacific Pop,Native Pop,Other Pop
01001,60775,44.3,17141,15839,193,498,1013,38,25,300
01002,55082,23,29844,23822,1395,3452,2252,0,113,155
01005,68361,42.7,5113,4992,13,96,71,0,7,2
01007,74221,41.8,14774,13922,169,271,377,0,0,67
01008,71979,47.8,1212,1202,0,7,7,0,0,3
01010,82365,46,3667,3667,0,0,45,0,0,0
01013,41342,35.8,22299,18553,618,371,5296,0,12,2316
01020,52236,43,30593,27076,861,391,3873,0,17,1500
01022,60353,41.2,2711,2202,288,18,130,0,0,47
01027,58551,45.1,17652,16312,127,580,796,0,4,238
01028,84173,45.6,15917,14928,572,258,473,0,6,14
01030,68326,44.2,11485,10908,149,170,598,0,166,49
01033,79647,44.1,6214,6166,0,0,370,0,0,14
01034,77448,47.1,2061,2000,6,9,15,0,15,4
01035,74737,45.6,5285,5036,141,59,247,0,0,34
01036,79639,48.9,5141,5067,23,0,51,0,0,0
01040,35550,35.6,40079,32474,1806,663,18829,0,188,4231
01050,52813,42.5,2512,2314,69,0,144,7,0,13
01056,61410,44.8,21288,20300,334,150,1139,11,24,282
01057,66343,46.8,8645,8371,32,24,122,0,0,38
01060,53427,34.4,15348,13049,449,1150,1196,13,25,333
01062,64727,44.6,10830,9549,245,640,806,0,0,174
01069,54412,41.9,8982,8893,39,10,111,0,0,0
01073,68693,44.3,5958,5805,38,0,18,0,0,0
01075,62408,41,17832,16255,674,472,823,23,16,116
01077,81967,43.9,9599,9279,4,154,49,0,0,0
01082,52709,43,10394,10062,19,41,217,31,13,22
01085,61211,38.4,41121,37037,770,1176,3469,70,20,1322
01089,52806,39.6,28554,24280,887,1190,2758,0,338,1295
01095,86908,48.1,14436,13755,308,163,359,0,0,47
01098,71500,53.4,1095,1053,3,11,10,4,0,7
01104,29184,36.1,22285,12933,2988,243,11849,15,21,5312
01106,106296,46.4,16077,14697,127,993,579,0,0,104
01108,35238,31.6,26670,14831,4526,1244,11069,30,279,4720
01109,32644,25.4,30987,10276,12398,449,11268,0,79,6167
01118,65231,39,14192,11232,1977,501,2522,0,0,247
01119,47417,35.2,13942,8848,3571,220,3589,0,120,894
01129,62280,40.2,7160,5147,1143,259,1174,0,0,359
01151,34280,28.2,9581,6423,1370,259,3979,12,20,885
01201,44120,43.5,45557,40052,2645,688,2328,0,92,611
01220,41950,43.9,8536,8254,58,0,80,0,24,41
01223,65033,52.5,2336,2273,10,12,29,0,4,6
01226,48320,47,6944,6795,58,5,217,0,11,20
01230,53180,46.9,8148,7053,97,132,881,0,0,457
01235,64507,46.5,2904,2794,32,3,22,0,20,12
01237,76346,38,2735,2716,10,4,5,0,0,0
01238,61492,45.9,6245,5955,10,158,177,0,0,120
01240,51396,56.4,4823,4585,52,117,131,0,11,0
01245,53833,54.4,807,775,11,0,23,0,0,0
01247,39636,43.1,15859,15054,303,41,452,0,76,36
01253,66250,49.1,683,672,5,0,17,0,0,0
01254,83750,56.9,1043,1002,2,12,25,0,13,8
01255,56250,48.1,896,818,0,36,12,0,2,6
01257,46917,52.4,2140,2070,12,43,21,0,0,15
01258,64250,62.5,334,322,7,0,4,0,1,4
01262,47250,52.1,1337,1181,59,31,31,0,0,5
01266,78333,51.9,1491,1420,3,9,20,0,16,0
01267,74167,35.1,7906,6931,190,337,325,0,87,109
01301,48612,42.9,17731,16477,311,316,1068,16,15,197
01331,51002,42.9,13264,12538,32,121,891,0,19,370
01360,60721,45.2,3031,2928,6,64,70,0,0,6
01364,41994,42.2,7932,7665,55,91,127,0,27,0
01373,67465,46.6,4406,4254,27,26,75,0,23,22
01420,46628,33.9,40419,31972,1556,1761,9652,0,95,3636
01430,85662,43.6,6133,5856,73,0,60,0,0,46
01431,83917,45.8,3147,3089,17,37,49,0,0,0
01432,66630,39.1,7337,6561,234,227,385,0,5,21
01440,46464,40,20293,18474,409,273,1631,0,101,597
01450,116686,44.3,10997,10302,115,400,189,0,21,3
01451,135357,46.7,4841,4355,228,179,163,0,19,8
01452,83438,43.6,4452,4310,114,9,0,0,0,0
01453,59248,41.4,40978,33910,2109,1074,6167,0,96,2472
01460,111652,43.6,9157,8414,24,432,97,0,0,15
01462,71055,44.5,10797,10112,174,184,475,0,0,122
01463,77767,42.3,11782,11253,78,194,349,0,0,27
01464,66453,40.3,7404,5500,689,64,1105,13,2,609
01468,70455,44.7,3682,3682,0,0,21,0,0,0
01469,81024,38.6,7328,6965,7,131,158,0,25,108
01473,87273,44.8,7361,7215,67,0,120,0,21,13
01475,59332,44.5,10466,9624,58,338,334,0,21,87
01501,73105,44.9,16136,15375,458,147,526,0,6,56
01504,72699,42.8,9055,8454,149,53,403,0,0,149
01505,102422,44.1,4399,4146,45,110,63,0,0,35
01506,63889,43.4,3396,3274,11,14,1,0,8,0
01507,91287,42.2,13126,12790,80,57,115,0,5,94
01510,64867,41.1,13675,12097,238,189,1522,0,85,379
01516,84390,40,8624,8415,37,12,321,0,0,0
01518,48676,49.8,2418,2418,0,0,20,0,0,0
01519,101205,40.4,6573,6006,299,153,13,0,0,2
01520,98979,41.5,14724,13890,160,480,346,29,7,22
01521,64868,43.9,2491,2389,54,5,104,0,0,0
01523,89808,37.1,7847,6798,524,71,491,0,31,288
01524,65225,40.9,7103,6951,43,71,335,0,0,11
01527,71676,43,13350,12679,154,337,424,0,8,1
01529,88281,41.2,3208,3017,40,31,89,0,0,32
01532,107111,42.6,14644,12634,217,1295,546,0,0,151
01534,82950,38.9,6303,6159,2,113,228,0,0,2
01535,58438,41.5,4715,4556,83,23,27,0,0,13
01536,72292,41.9,7138,6374,76,303,300,27,0,40
01537,75183,36.5,2392,2215,0,18,161,0,0,15
01540,67126,41.6,11219,10759,66,33,485,0,42,11
01541,114688,45,3432,3206,36,46,207,0,0,98
01543,91033,40.8,8188,7880,50,142,234,0,0,44
01545,97617,39.8,35818,27641,942,5924,1203,0,29,339
01550,42376,38.8,16775,12309,424,487,5434,0,50,3000
01560,78250,34.8,4565,3316,218,809,361,0,0,58
01562,60943,41.3,11746,11202,51,41,595,0,88,183
01564,90455,45.2,7870,7628,69,91,199,0,30,29
01566,93776,41.4,6945,6705,27,108,295,0,17,35
01568,110781,42.2,7453,6948,17,202,99,53,0,1
01569,88125,40.9,13703,13144,80,266,164,0,0,98
01570,48650,41.5,16806,14874,613,463,1485,0,0,508
01571,68053,35.9,11633,10888,233,81,256,0,19,11
01581,100552,42,18481,13642,543,3378,1208,0,52,246
01583,73474,37.9,7687,6833,455,50,382,0,7,124
01585,60521,44.9,4705,4472,128,30,34,0,0,7
01588,66591,39.7,9569,9017,40,115,175,0,0,91
01590,111788,43.7,9014,8839,58,40,1,0,0,0
01602,62888,38.5,24228,19311,2542,1027,2533,0,8,383
01603,46367,34.9,20380,14735,1954,2483,4849,35,91,469
01604,47865,35.4,34628,25877,4497,2613,5206,10,129,737
01605,36497,32.2,27387,16910,4473,1841,7716,28,88,1728
01606,66411,39.6,19043,15538,2282,628,1281,0,10,145
01607,42397,33.6,8991,6254,1318,437,1918,0,88,608
01609,41647,28.1,20948,15973,2053,1310,3106,46,105,574
01612,102614,38.5,4879,4281,155,24,518,0,0,296
01701,88498,43.4,31780,26608,2037,1899,1791,0,44,671
01702,52428,33.5,38180,25602,3585,3273,8069,10,35,3115
01720,119342,41.9,22197,16925,86,4646,444,0,33,21
01721,102721,41.6,16985,14684,482,1246,531,0,0,292
01730,114676,43.5,13709,11536,214,1561,612,0,0,135
01740,144461,42.7,5019,4843,13,110,181,0,0,17
01741,157500,48.5,4967,4356,50,382,69,0,9,8
01742,132736,46.7,18948,16463,583,1008,897,0,3,390
01746,108350,42.6,14008,13307,102,290,359,50,0,99
01747,99886,41.5,5934,5618,18,82,327,0,0,216
01748,128267,40.3,15604,14418,114,789,256,0,0,51
01749,74082,43,19464,17652,182,466,708,0,20,81
01752,71424,40,39141,31222,804,1786,4992,0,41,926
01754,79252,42.7,10314,9092,277,459,383,0,0,97
01756,112104,43.6,5895,5647,39,79,299,0,26,66
01757,68784,38.7,28391,24385,829,770,2403,21,85,1551
01760,99172,41.7,34043,29431,531,3170,1083,0,83,271
01770,155564,46,4200,3953,0,204,42,0,0,0
01772,155952,42,9560,7813,172,1384,90,0,0,33
01773,143897,49.1,5367,4512,190,474,212,0,0,105
01775,131500,43.5,6841,6463,0,152,232,0,14,78
01776,169505,43.7,18197,16180,8,1469,379,0,13,103
01778,141083,46.6,13421,11675,141,1486,331,0,0,18
01801,79034,40,39315,33660,1896,2567,1711,0,8,610
01803,95465,41.8,25190,20137,933,3553,499,20,0,43
01810,125321,41.5,34251,28758,590,3915,1481,0,14,444
01821,91605,40.7,31157,28585,481,1574,569,0,0,211
01824,103411,44.5,25582,23043,92,2010,701,0,79,143
01826,76879,40,30315,26824,865,1511,1577,0,20,559
01830,55237,38.8,26415,21614,475,106,5017,0,29,3482
01832,60351,38.4,22137,18268,581,284,5015,0,65,2462
01833,106898,41.7,8379,8049,39,46,85,8,7,54
01834,92898,45.6,6805,6658,45,102,175,0,0,0
01835,74156,37.7,13217,11833,454,397,742,0,21,362
01841,32367,30.5,47125,16965,3282,632,38655,0,162,24573
01843,43920,30.7,25440,10447,1739,1879,15940,0,23,10684
01844,68587,39.3,48159,38145,1662,1579,10323,0,241,5744
01845,100544,41.2,28963,25433,471,1891,1463,0,0,729
01850,51556,32,16198,10606,1323,1431,3558,0,0,2050
01851,52031,33.5,30379,13187,2404,11309,4049,8,217,2640
01852,48690,35.2,32735,20957,2112,4244,5979,5,67,3938
01854,42948,30.7,29214,17168,1718,5730,6142,21,53,3678
01860,80508,44.4,6536,6505,26,0,134,0,0,0
01862,98305,41.1,10904,9716,229,404,611,0,12,181
01863,74695,44.2,8913,7906,60,788,247,0,0,111
01864,112419,43.2,15249,13780,139,954,258,0,40,55
01867,104472,41.9,24687,23084,219,1018,655,0,23,114
01876,88794,44,29103,27245,534,744,521,0,72,102
01879,93108,41,11867,10856,62,650,330,0,26,11
01880,85694,42.2,25460,24069,155,753,665,0,17,207
01886,125143,42.5,22854,18764,128,3378,605,0,0,178
01887,100536,41.9,22907,21189,200,1051,394,0,0,55
01890,141829,43.1,21863,18803,171,2544,332,9,6,61
01902,37786,31.7,46119,21418,5969,4810,19072,64,97,11065
01904,81258,39.6,18053,14602,1221,524,2250,0,0,1065
01905,47694,32.5,25269,12585,3770,1690,9426,32,82,5836
01906,76141,44.8,27369,25444,569,663,1064,0,0,349
01907,96510,44.7,14123,13472,158,226,637,0,21,13
01908,65083,49.5,3451,3278,92,7,129,0,0,74
01913,76463,42.2,16554,15553,147,225,269,0,0,58
01915,73980,40.4,40370,38011,705,858,1405,8,42,242
01921,127813,44.7,8105,7597,0,328,144,0,0,32
01923,77404,44.5,26963,25389,349,772,705,0,17,197
01929,89185,46.6,3580,3477,0,35,26,0,0,0
01930,60229,47.2,29237,28054,220,175,853,0,40,376
01938,77901,48.4,13480,13208,34,67,190,0,21,35
01940,109099,45.4,12704,11839,144,471,239,0,0,133
01944,89313,48.4,5247,5133,0,0,112,0,0,46
01945,100709,46.5,20163,19616,141,153,519,0,0,52
01949,105646,40.6,9273,7860,352,450,835,2,15,422
01950,83149,46.1,17662,17048,132,198,464,0,14,165
01951,90969,47.7,4145,4089,0,0,48,0,0,14
01952,75995,45.2,8495,8057,77,154,72,0,0,25
01960,62137,44.9,51597,45849,1278,1233,4070,2,95,2364
01966,70288,51.8,7078,6807,112,36,153,9,18,46
01969,85994,45.1,5995,5882,91,22,78,0,0,0
01970,58937,36.9,42151,33918,2649,892,6754,0,150,2767
01982,108558,40.2,8098,7342,241,359,185,17,0,24
01983,121157,45.6,6286,5943,3,251,3,4,0,3
01984,116875,24.6,5039,4759,82,99,77,0,0,46
01985,122969,44,4370,4306,2,15,149,0,0,9
02019,87417,41.6,16564,15676,102,512,252,0,0,123
02021,90878,42.5,22036,18644,1389,1477,878,0,0,103
02025,117679,43.2,8100,7991,16,0,44,0,0,15
02026,85558,43.1,25111,21672,1528,981,1533,0,38,405
02030,176250,44.5,5727,4972,204,453,162,0,9,0
02035,94538,41.9,17129,16017,227,680,400,0,7,55
02038,101980,38.6,32393,30195,290,1279,998,0,27,116
02043,103350,43.8,22550,21656,96,468,218,0,16,98
02045,77440,50,10324,9755,79,90,321,0,120,140
02048,93082,38.3,23389,20630,700,1216,588,0,33,209
02050,88750,43.3,25543,24330,44,237,244,0,49,439
02052,143641,43,12236,11307,8,420,533,0,17,389
02053,109841,41.7,12965,12170,58,507,494,0,0,18
02054,96773,42.3,8007,7688,4,228,286,0,0,37
02056,143682,42.6,11407,9985,827,134,526,0,17,373
02061,110671,44.2,10651,10262,23,134,115,0,0,0
02062,79963,40.6,28844,24274,1254,1803,1369,16,4,1070
02066,104275,45.4,18002,17057,95,113,246,60,60,173
02067,126773,43.5,17703,13409,751,2973,451,0,18,73
02072,74688,43.2,27833,22855,3016,719,814,0,101,594
02081,90470,43.7,18855,17653,346,490,254,0,0,42
02090,128813,45.1,14809,13621,50,965,407,0,0,0
02093,99302,44.2,11169,11021,24,69,111,0,0,0
02108,99187,34.8,4049,3520,204,206,97,0,27,81
02110,115208,55.4,1906,1619,50,160,95,0,0,46
02111,50783,34.6,7505,3560,278,3299,370,0,3,167
02114,86601,30.8,12801,9786,529,1932,902,0,0,333
02115,27456,21.9,29465,20634,2153,4518,3104,0,53,1156
02116,93605,33.1,22229,17071,1386,2976,1277,0,16,320
02118,62208,34.1,27534,14727,5210,4186,4702,0,61,2392
02119,27159,34.1,25734,4110,15279,391,7476,0,78,4690
02122,53576,33.8,25613,8657,8384,4078,2933,0,53,3443
02124,47297,34.7,51544,11350,32253,4139,7719,0,342,2010
02125,45581,31.1,33937,11872,8397,4666,6712,0,129,7295
02127,72472,30.6,34732,28071,1938,1940,3207,0,141,1902
02128,50336,33.3,44512,27442,1826,1570,25652,26,416,2199
02129,87387,34,17954,13567,1775,1514,1884,0,0,778
02130,78204,34.2,38214,24571,5454,2460,8129,0,79,4165
02131,63876,37.7,31733,18020,8365,863,8426,0,391,2727
02132,86233,41.9,28791,24179,1792,1586,2372,0,0,604
02135,46858,29.3,36486,27219,1530,5777,3795,19,80,871
02136,61101,36.5,30207,11423,13538,543,8306,0,204,3317
02138,78534,28.3,36937,26977,2208,5230,2732,14,58,906
02143,67461,31.6,25915,20420,594,2810,2252,0,76,1317
02144,79435,30.8,24539,20074,1396,1858,1434,8,3,449
02145,55774,34,24807,16758,3733,2415,3492,0,143,726
02148,55407,35.7,60293,33741,7968,14338,6717,0,143,1459
02149,51133,35.6,42717,28180,7212,1710,8905,0,77,2811
02150,48775,31.5,37074,18274,2372,1210,23290,0,84,3485
02151,50881,38.5,53268,40343,2763,3162,13954,0,96,4445
02152,64169,42.7,17992,16973,304,126,1565,17,0,97
02155,77945,34.9,59193,47000,5291,4541,2766,25,111,493
02169,60775,37.9,55408,37900,3774,11949,2209,11,108,594
02171,72638,39.3,18194,10312,1056,6144,368,0,66,130
02176,86409,41.4,27509,25306,723,1135,1064,0,4,52
02180,76218,45,21611,20162,315,703,621,0,6,184
02184,87500,40.7,36543,30921,1739,2849,992,0,11,402
02186,113087,38.1,27204,21157,3727,1575,1245,0,9,188
02188,70414,41.7,14642,12416,993,1017,386,0,20,32
02189,60537,40.8,15128,12730,638,834,726,0,0,139
02190,77471,42,16667,15096,459,593,244,0,32,218
02191,67015,45.1,8378,8050,5,265,38,0,0,32
02301,43694,36.1,59275,25226,25603,1226,5903,6,134,4793
02302,60171,35.6,34992,19873,11247,394,3541,43,90,1734
02324,88481,35.7,26931,23697,1918,335,1082,0,14,289
02330,72804,44.3,11541,10969,277,78,33,0,0,42
02332,120253,45.4,15208,14832,116,124,190,0,5,26
02333,88534,43,13996,13567,36,170,236,0,21,75
02338,69917,44,7629,7401,0,0,282,0,0,45
02339,98750,40.8,14120,13598,39,227,134,72,0,16
02341,93771,42,10316,9855,191,55,212,0,19,19
02343,62909,45.4,10795,9387,831,297,779,0,18,113
02346,75727,41.6,23541,22310,502,230,378,0,12,219
02347,82418,43.8,10933,10581,95,75,217,0,0,43
02351,81500,39.5,16081,15098,380,348,281,0,34,73
02356,106989,38.6,12923,12010,374,226,523,0,0,58
02359,89954,40.5,18006,17233,59,96,448,0,23,129
02360,76925,43.8,57275,53573,1136,513,1276,41,220,788
02364,86339,43.8,12846,12145,262,143,268,0,24,0
02368,63325,40.9,33265,13621,14357,3662,2373,0,37,736
02370,66860,40.6,17616,16248,691,167,201,0,21,47
02375,86695,40.9,9687,8590,552,158,439,0,0,170
02379,81573,42.4,6981,6189,493,15,299,0,12,44
02382,76494,38.4,14643,14012,105,187,285,0,0,132
02420,137109,46.7,13947,10242,77,3197,124,0,16,14
02421,138202,44.1,18359,13436,291,3885,470,0,45,94
02445,95895,35.8,20723,16395,782,2897,1073,0,34,203
02446,79289,33.6,28796,22269,487,4907,1870,3,0,307
02451,81182,37.7,17454,13274,929,2105,1708,44,29,451
02452,74289,30.5,15495,11434,1007,2162,1235,7,22,323
02453,67721,32.5,28959,21793,1859,2793,5765,26,3,1867
02458,91672,41,12093,9731,559,1417,715,0,0,88
02459,135685,42.1,18519,14089,648,3015,771,0,24,116
02465,131853,44.3,11499,9390,498,1172,879,0,0,255
02467,113146,23.4,23724,18624,998,3374,1416,0,0,200
02468,203009,47.5,5374,4408,83,719,176,0,0,0
02472,86522,38.5,32943,27639,1070,2429,2756,11,71,794
02474,89466,40.2,27113,22911,777,2443,1078,0,100,209
02476,97647,44,16615,14347,152,1488,603,0,29,75
02478,106172,40.7,25110,20671,593,3054,1298,4,27,209
02481,177083,36.1,16320,13659,289,1747,671,11,0,150
02482,139811,41.8,11204,9509,164,1190,620,0,23,142
02492,138734,42.7,20163,18191,287,1132,490,0,0,46
02493,201200,43.2,11704,9705,301,1360,499,0,0,65
02494,112115,43.4,9377,7937,347,838,258,0,0,12
02532,61325,47.4,11857,11246,363,41,223,0,31,87
02536,62924,48.5,19060,16622,967,506,421,0,80,380
02537,81892,46.3,6301,6111,30,0,91,0,0,10
02538,58814,39.2,3294,3178,53,0,19,0,0,45
02539,56911,49.2,4186,4027,66,10,14,0,0,10
02540,61417,55.6,8710,7688,244,558,86,0,54,48
02543,63828,47.5,806,797,2,7,15,0,0,0
02554,86766,40,10154,8529,847,128,741,0,1,186
02556,90399,55.8,3021,2866,24,19,131,0,0,7
02557,80225,46.4,4599,4330,120,112,0,0,11,26
02559,67759,55.1,4174,3880,148,47,53,0,0,44
02562,66579,48.3,3128,3104,0,24,72,0,0,0
02563,82238,47.7,9972,9677,18,132,133,0,0,104
02568,42727,39.7,4036,3785,83,18,9,0,0,66
02571,57750,45.8,10490,8912,275,55,108,0,0,682
02575,73843,44.6,2727,2673,28,9,40,0,0,17
02576,81120,42.5,5032,4308,87,212,251,65,0,186
02601,40385,42.5,14252,11495,1281,209,1125,0,175,647
02630,61713,51.5,2265,2211,54,0,0,0,0,0
02631,66389,54.5,9736,9544,78,30,125,0,12,9
02632,64286,48.5,11294,10776,20,129,165,0,10,86
02633,59545,56.6,3846,3454,281,38,121,0,0,17
02635,68990,52.3,3282,3238,17,13,55,0,0,14
02638,60625,58.6,3557,3506,0,8,132,0,15,28
02639,40142,50.5,2698,2646,18,0,0,0,0,0
02642,62091,56.6,4903,4832,0,54,104,0,15,0
02644,92054,34.7,4256,4242,0,0,177,0,0,14
02645,69115,48.7,9668,9004,233,158,183,0,9,110
02646,70096,61.2,1782,1624,5,153,7,0,0,0
02648,71067,48.9,6454,6162,45,14,104,0,0,71
02649,65768,50.5,13988,12800,218,141,387,0,345,118
02650,68446,64.7,1190,1162,28,0,0,0,0,0
02652,47039,55.6,995,995,0,0,28,0,0,0
02653,58015,61.8,5978,5889,34,16,106,0,0,7
02655,68965,55.4,3616,3500,66,0,105,0,0,30
02657,41250,54.3,2959,2624,111,31,150,0,10,51
02659,50897,59.3,806,789,4,3,11,0,0,0
02660,51631,52.4,6393,5657,426,95,163,0,41,41
02664,50561,52.7,9342,8776,146,236,214,0,0,21
02666,61408,63.2,743,709,0,0,0,0,29,0
02667,45547,62.4,2928,2824,40,0,3,0,0,1
02668,87303,47.6,2708,2651,0,0,0,0,0,0
02670,56000,64.1,1243,1205,6,0,0,0,0,0
02671,42974,58.6,755,722,0,0,33,0,0,0
02673,57094,47.2,8574,8041,283,89,206,0,29,11
02675,66064,59.5,6345,6147,45,90,114,0,0,0
02702,87740,40.5,4651,4536,20,0,17,0,0,7
02703,65141,39.7,43774,38071,1979,1985,2890,22,44,692
02715,88631,38.4,3344,3178,4,4,28,0,28,0
02717,87880,43.8,4306,4162,15,7,50,0,0,74
02718,86023,42.1,6529,6008,412,45,261,0,0,24
02719,60445,46.4,15971,15061,32,386,155,0,14,251
02720,41576,39.4,31091,27362,1209,617,1799,94,93,879
02721,30743,37.3,25557,22040,837,604,3087,0,41,1400
02723,31255,38.3,14403,11606,916,261,1197,0,0,848
02724,27737,40.1,16882,14819,537,413,1527,0,37,432
02726,75657,44.2,15633,14953,169,128,64,0,0,75
02738,76607,48.7,4935,4553,59,54,75,0,0,210
02739,78216,45.7,6138,5980,31,45,9,0,17,0
02740,35174,38,43513,29348,3970,660,7128,0,255,7234
02743,69180,43.8,10339,9865,2,7,278,0,0,306
02745,49640,41.4,24641,22159,628,146,2144,0,31,1057
02747,71674,34.4,22790,20426,819,480,877,0,1,296
02748,64808,49.1,12160,11215,43,348,45,35,0,49
02760,81259,38.3,27177,25311,500,957,525,0,13,73
02762,78516,41.1,8581,8078,22,261,28,0,7,112
02764,81067,41.6,3837,3803,4,0,114,0,0,2
02766,80806,39.5,19280,18141,278,527,189,0,10,40
02767,80019,41.3,13588,11727,611,581,349,0,0,25
02769,85691,43.7,11742,11534,33,57,54,0,32,14
02770,92656,42.8,5163,4766,41,173,93,0,0,21
02771,74242,44.4,14131,13582,185,245,193,44,5,54
02777,77434,45.3,15997,15583,64,81,181,0,0,47
02779,84423,40.3,6492,6336,18,1,190,0,0,1
02780,50307,40.7,49456,43691,2719,545,3432,0,130,1244
02790,81334,46.2,16142,15861,37,53,33,0,4,9
02804,73393,48.9,2413,2354,0,59,0,0,0,0
02806,103937,45.4,16290,15186,95,381,248,0,0,1
02807,90526,55.1,893,862,6,0,15,0,0,6
02809,60988,42.8,22493,21451,220,351,579,16,50,131
02813,68904,46.3,7788,7389,9,0,182,0,132,29
02814,82532,46.1,7386,7183,25,32,120,0,0,53
02816,68351,43.4,32707,31763,182,198,543,11,20,93
02817,80987,40.6,6118,5445,106,275,159,0,14,110
02818,86144,45,18207,17100,249,394,486,0,24,37
02822,84142,44.6,6358,5965,88,207,263,0,0,84
02825,76962,44.9,5183,4947,63,4,0,0,0,9
02828,71853,47.9,7398,7094,146,99,145,0,0,9
02830,62076,44.9,6617,6444,45,43,180,0,0,14
02831,93869,45.8,3174,3109,1,0,96,0,48,16
02832,69700,43.8,4801,4534,138,36,35,0,39,16
02835,95833,51.4,5444,5218,21,0,125,0,54,0
02837,74698,49.8,3491,3393,38,13,46,0,0,17
02840,61680,38.2,23246,19599,1388,174,2109,0,113,821
02842,70037,42.6,16045,13111,979,647,1042,28,25,281
02852,75260,43.2,22487,20945,319,672,677,0,132,152
02857,79482,45.5,9368,9161,11,19,33,0,17,12
02859,53984,42.7,6944,6651,32,23,139,0,0,56
02860,33548,34.2,45227,25014,10272,825,11822,12,102,6618
02861,52816,39.8,26233,20829,2326,357,2914,56,29,1923
02864,74726,43.3,33714,31655,252,661,1749,0,32,569
02865,76424,43,16634,15188,426,312,524,0,23,196
02871,77432,45.6,17093,16113,246,344,383,78,0,13
02874,109722,40.6,6252,6048,26,68,78,0,0,35
02878,73438,47.5,15805,15404,92,50,146,0,0,37
02879,71818,47.1,20247,18837,392,260,490,0,492,54
02882,65619,42.1,13938,13561,52,18,344,6,12,105
02885,53706,42.5,10555,10402,26,24,254,0,0,8
02886,63316,46.9,28310,25948,196,1044,793,0,28,476
02888,55431,43.1,19843,17583,449,617,1754,0,0,809
02889,62929,42.7,28312,26648,435,559,825,0,86,181
02891,62590,45.2,21391,20155,176,537,405,0,71,76
02892,80266,50.1,4252,3931,14,31,174,0,109,167
02893,50909,39.3,29489,26598,672,831,1614,0,34,593
02895,35216,37.8,41136,32807,3262,2945,5837,0,143,775
02896,79503,46.9,11792,11527,29,52,162,0,23,28
02903,28813,27.2,10651,7142,1012,1151,2028,6,121,731
02904,40984,40.9,29145,21020,4208,641,5242,0,40,2159
02905,39844,30.4,25041,13178,4310,1059,10239,7,202,5180
02906,66770,29.1,28281,22460,1786,2557,1861,66,46,660
02907,28939,31.2,27733,9323,6332,1839,16267,91,466,8966
02908,42131,28.5,38141,20834,7333,1760,12752,40,672,5992
02909,30439,29.4,43344,17750,5135,2804,26061,12,421,15191
02910,54577,38.5,20157,16155,1132,1803,2018,38,10,622
02911,56038,40.9,16014,13941,1047,285,1243,3,214,131
02914,45688,38.2,22364,16642,1999,507,1791,0,20,1067
02915,51948,46.3,16188,14614,575,413,320,0,77,61
02916,62768,42,8547,7812,382,129,394,0,0,75
02917,70803,36.3,14080,13072,232,418,375,18,64,77
02919,57506,44.9,29010,25755,549,1392,1695,0,137,431
02920,49766,43,38678,31380,2061,1799,5373,0,432,1793
02921,99915,41.2,12171,11092,165,526,298,0,37,165
03031,114399,44.5,11282,10651,40,112,309,0,34,149
03032,106222,42.7,5078,4901,16,44,46,0,8,14
03033,109006,41.7,5051,4874,3,44,16,0,60,0
03036,107833,42.8,4802,4666,31,9,118,0,0,11
03037,87786,42.3,4280,4256,3,15,26,0,0,0
03038,65157,38.7,33585,32037,509,629,753,0,29,76
03042,77629,41.5,6526,6310,0,0,10,0,0,0
03043,87500,47.6,1573,1525,4,0,36,0,0,19
03044,82566,44,4253,4074,83,34,113,0,0,41
03045,70034,43.4,13582,13286,80,23,165,0,7,41
03048,62778,43.1,3523,3411,0,12,9,0,0,5
03049,107333,47.2,7721,7435,18,137,162,0,8,0
03051,84099,40.4,24646,23093,333,911,728,0,0,0
03052,96429,38.2,8267,8096,42,69,209,0,0,0
03053,94314,41.2,23884,23149,137,247,631,0,61,113
03054,91429,42.5,25563,24478,24,515,663,0,13,203
03055,64453,40.8,15085,14052,73,363,464,0,102,346
03057,92591,43.5,2597,2575,0,7,22,0,0,0
03060,46511,35,29480,24372,1410,1262,5156,26,66,591
03062,84927,42.3,27008,22718,386,2985,1442,0,25,124
03063,75458,37.3,16028,13869,208,1177,1091,0,5,487
03064,62336,41.2,14283,12612,477,319,1989,0,0,267
03070,100616,41,5321,5156,24,0,60,0,25,17
03071,81375,38.8,5157,5146,0,0,73,0,0,0
03076,87359,41.2,13032,12564,59,68,257,41,0,77
03077,66198,38.1,10339,9874,171,119,383,0,35,0
03079,78395,43.2,28841,26746,280,1058,1680,26,28,145
03086,71841,43,3825,3738,17,24,47,8,0,0
03087,111982,42.7,13943,13044,68,562,42,0,0,0
03102,49127,34.9,31409,27541,1276,1422,1799,0,23,350
03103,51106,35.3,37301,30479,2127,2216,4576,7,25,1424
03104,63577,38.5,32686,28903,1444,1437,2032,0,78,332
03106,82597,40.7,13582,12997,108,261,610,0,4,19
03109,82266,42.2,10038,9282,21,256,302,0,0,63
03110,123423,42.8,21449,20577,294,469,317,0,15,0
03216,66513,47.7,2114,2031,5,36,18,0,0,0
03217,41658,37.7,2066,2045,0,5,10,0,0,0
03220,65352,39.6,7345,6741,311,19,405,0,17,55
03221,60076,46.4,2294,2224,4,33,16,0,2,0
03222,50816,45,5572,5407,73,37,40,0,11,2
03223,54367,47,3389,3218,12,54,0,0,19,0
03224,86797,48.7,2291,2275,12,4,35,0,0,0
