Zip Code,Median Income,Median Age,Total Population,White Pop,Black Pop,Asian Pop,Hispanic Pop,Pacific Pop,Native Pop,Other Pop
12803,59406,42.7,8093,7834,147,37,255,0,10,30
12804,64280,45.1,26477,25489,240,420,427,0,48,61
12808,71250,62.5,414,414,0,0,0,0,0,0
12809,63180,46.5,3461,3367,14,64,1,0,0,0
12814,57500,49.1,1477,1384,73,20,102,0,0,0
12815,53625,50.6,1056,915,12,0,3,0,6,10
12816,49714,46.9,4329,4274,11,19,101,0,0,4
12817,53167,42.9,2358,2354,0,0,3,0,0,1
12822,53691,39.9,6287,5976,142,10,174,0,29,14
12827,62933,44.3,3705,3593,32,9,38,5,4,4
12828,52192,44.1,9291,9019,140,0,141,0,0,0
12831,74565,39.9,17614,16542,558,236,397,0,8,120
12832,44714,43.9,6624,6454,50,38,108,0,10,9
12833,61458,47.1,4111,3835,74,74,7,0,0,0
12834,64071,45.5,6243,6094,15,79,70,0,22,1
12835,52051,49.2,2353,2311,9,0,15,0,7,6
12836,59500,51.4,670,652,0,10,3,0,0,0
12838,70250,44.8,601,598,0,0,0,0,0,0
12839,44011,36.7,13784,13229,140,5,355,66,0,202
12842,49423,48.8,956,904,2,1,3,0,1,0
12845,66069,50.6,4864,4712,69,11,84,0,5,4
12846,62792,47.5,3289,3259,15,15,48,0,0,0
12847,57000,53.5,418,398,5,1,25,0,0,13
12850,72823,39.5,3137,3027,5,0,40,0,0,24
12853,40813,48.8,1351,1344,0,7,9,0,0,0
12865,52434,44.9,3876,3716,46,47,110,0,0,13
12866,68644,41.2,37268,34897,608,745,1292,0,15,101
12870,53158,56,1122,1056,16,35,14,0,3,11
12871,62197,40.5,4282,3971,203,38,163,0,16,2
12878,47857,49.7,832,798,0,17,7,0,0,0
12883,47754,48.8,5020,4900,28,5,5,0,12,3
12885,49415,46.3,4595,4536,39,0,91,0,0,0
12887,43264,40.7,5695,5041,476,0,211,0,30,66
12901,41525,35,32843,30151,931,648,922,0,120,310
12903,52803,51.8,1086,1042,8,17,3,0,0,0
12919,46324,42.9,2903,2791,6,4,4,0,0,0
12920,49861,40.4,2813,2562,158,14,103,0,1,29
12928,46031,42.2,1843,1781,3,47,0,0,6,0
12932,49091,50.1,1357,1315,25,6,3,0,1,3
12941,64241,45.2,1530,1505,7,2,2,0,9,1
12942,45750,45.6,791,758,0,3,25,3,0,25
12944,47623,46,4386,4233,34,47,65,0,1,2
12946,52750,42.5,5124,4764,165,12,214,10,0,87
12953,48561,38.8,15679,12291,2438,69,1125,0,122,492
12962,72019,39.8,6009,5810,33,77,104,0,6,52
12969,38125,46,391,391,0,0,0,0,0,0
12972,66397,43.4,6448,6151,114,83,132,0,11,0
12974,34340,44.9,1393,1356,13,2,18,0,2,0
12980,37574,50.4,1122,1117,1,0,8,0,0,0
12983,51472,46.1,7958,7646,105,26,46,0,10,18
12986,52449,38.8,6176,5901,182,3,54,0,7,39
12989,62870,46.6,957,944,1,0,16,0,0,0
12993,43450,48.2,1619,1500,2,2,78,0,1,78
12996,43512,53.6,1905,1864,2,0,11,0,3,5
12997,58667,42.8,1296,1288,2,0,17,1,0,0
13021,47219,42,39326,36081,1687,342,777,0,138,125
13026,69531,40.2,1799,1718,32,4,107,0,0,33
13027,67360,44.9,31724,29779,408,530,834,26,94,47
13029,68021,36.4,7506,7036,130,114,89,0,27,0
13030,60588,44,3792,3761,4,10,168,0,1,7
13031,70245,43.8,15345,14795,134,245,367,11,55,3
13032,52137,43.7,13230,12600,219,34,88,0,17,6
13034,58295,46.2,1857,1813,8,0,1,0,11,0
13035,65350,43.9,8543,8269,136,58,171,0,10,21
13036,52861,41.4,8465,8279,7,0,43,0,93,0
13037,64098,40.9,8549,8466,1,31,170,0,33,0
13039,77684,40.1,17759,16782,338,315,307,0,40,31
13041,81324,37.4,11023,10292,292,223,266,0,59,40
13042,57645,41.7,2799,2749,0,14,6,0,0,0
13044,53250,43,2352,2275,0,13,0,0,0,0
13045,44768,32.9,30009,27869,811,202,770,0,0,372
13053,57788,43.3,4283,4099,51,39,173,0,0,0
13057,54033,45.3,14547,13477,459,265,253,0,62,79
13066,82232,46.2,11809,11075,186,455,183,0,39,24
13068,66313,41.9,5697,5441,147,47,101,0,14,9
13069,42298,38.4,25297,24490,107,81,809,0,31,351
13073,53995,41.3,6520,6379,48,11,29,0,23,5
13077,53203,40.7,6673,6231,90,45,217,0,12,90
13078,82972,45.8,10273,8612,573,672,328,0,71,28
13080,62639,42.1,3997,3954,0,11,0,0,3,0
13084,66099,42.1,4303,3930,128,96,23,0,95,0
13088,52710,45.2,22012,19887,695,809,695,0,29,55
13090,70457,37.9,30295,26911,1561,717,944,0,67,231
13104,100830,42.4,16266,14171,666,874,398,0,231,16
13108,75000,45.1,6460,6224,28,62,15,0,61,0
13114,52361,39.7,6761,6571,6,14,41,0,0,5
13118,55667,41.5,6288,5652,437,23,169,0,38,69
13126,49575,35.4,37190,34710,817,403,1226,6,110,460
13132,58007,46.7,3420,3278,25,0,32,0,29,0
13135,53859,39.8,6990,6733,38,55,144,0,3,0
13140,45917,41.1,4353,4268,18,8,40,0,1,12
13142,46786,41.2,6141,6067,11,15,63,0,0,8
13148,47715,42.9,10647,10107,93,165,197,40,2,0
13152,85505,51.2,8178,8063,0,58,96,0,0,6
13159,72028,44.1,5357,5136,38,46,96,0,48,29
13165,48665,41.6,10919,10568,195,11,180,0,6,12
13203,28218,34.4,16437,8849,4364,1320,1567,6,274,644
13204,27609,30.5,19984,11737,5642,198,3281,0,163,1109
13205,31848,35.1,18788,6118,10561,548,1354,2,225,391
13206,39236,37,15997,12268,2399,283,901,0,154,340
13207,43638,33.2,13352,7370,5149,44,920,0,136,64
13208,31483,32.7,22490,13515,3364,3282,1253,0,212,375
13209,49431,43.3,13047,12346,126,83,627,14,151,38
13210,25709,21.3,27905,17812,5153,3004,1589,11,95,721
13211,44495,35.4,6819,5975,404,86,295,0,91,51
13212,54132,44,20348,19209,506,84,399,0,109,13
13214,68407,33.8,8938,6708,1133,536,459,2,12,145
13215,81093,44.1,15409,14155,576,172,530,0,99,110
13219,57563,44.8,15318,14862,88,53,430,0,93,56
13224,53578,39.1,8767,4714,3152,466,397,0,4,152
13304,77283,48.2,1600,1546,2,19,7,0,0,0
13308,40231,45.8,2973,2961,12,0,6,0,0,0
13309,52588,43.2,5940,5754,41,65,87,0,16,0
13316,47014,42.4,6655,6411,43,49,87,0,5,24
13317,49836,44,3787,3613,76,16,125,0,32,0
13320,50990,47.5,2064,1984,13,32,40,0,0,0
13323,62772,42.4,11238,10504,220,303,288,0,13,76
13324,36333,43.8,2331,2255,7,0,54,0,0,44
13326,60458,52.3,5545,5274,54,119,87,0,19,32
13329,40691,41.2,3837,3721,43,31,37,0,4,0
13332,43616,34.4,2672,2572,10,24,12,0,19,4
13337,65417,57,634,593,0,26,0,0,0,0
13338,49167,53.5,1032,1018,0,0,6,0,14,0
13339,42182,41.3,6784,6570,11,43,32,0,3,0
13340,47500,42.8,7788,7582,71,7,111,0,32,27
13346,65815,22.9,6457,5679,385,253,139,0,4,12
13350,39350,42.3,10080,9433,265,113,223,0,4,73
13357,44061,39.4,11280,10823,55,30,218,0,9,133
13365,43600,42.6,9134,8748,89,69,59,65,49,28
13367,47475,41.3,8565,8221,65,99,175,0,17,79
13403,75989,39.4,7579,5116,1347,215,858,0,13,377
13411,42019,46,3453,3367,0,20,57,0,5,0
13413,67640,46.7,16227,14996,300,684,211,0,78,24
13420,60750,54.8,1278,1270,2,0,77,0,0,3
13421,47351,40.1,14106,13342,149,120,359,0,249,29
13438,51743,44.4,3821,3744,25,11,40,0,0,2
13439,46928,45.6,3655,3503,53,51,31,0,19,9
13440,51145,42.6,42221,37675,1978,482,2348,28,66,884
13452,39592,38.7,4645,4523,9,3,65,0,6,30
13459,46167,44.4,2069,2005,20,38,14,0,0,0
13460,43955,44.6,4213,4161,30,0,88,0,0,0
13470,42847,49.7,695,690,0,0,0,0,2,0
13476,46793,41.8,2931,2735,8,165,178,0,1,0
13478,63534,45.4,2750,2731,0,0,25,0,0,19
13491,55338,40.2,3741,3503,11,32,160,0,7,43
13492,63496,46.2,11710,11635,45,6,58,0,4,2
13501,31609,34.1,38464,24804,5857,4527,4650,0,128,1538
13502,37436,38.4,32415,25523,3675,1237,1983,0,45,503
13601,45206,33.2,38348,32374,2413,856,2197,117,139,736
13605,47615,39.2,4907,4680,30,40,122,0,2,47
13607,41833,49.2,1810,1677,70,11,37,0,0,9
13612,60226,32.9,2904,2457,103,40,182,6,3,39
13613,38750,40.7,2385,2219,22,51,26,0,10,0
13617,49097,27.8,11243,10099,393,193,472,38,68,152
13618,55952,52.5,1795,1753,7,0,7,0,0,0
13619,52155,35.7,10706,9913,277,134,549,0,33,105
13622,54097,33.4,2980,2933,6,14,4,0,0,0
13624,57056,36.4,5636,4953,446,2,280,5,0,138
13625,44500,46.6,1920,1850,19,16,15,0,0,0
13634,53177,36,4879,4794,22,23,63,0,0,2
13640,62857,62.1,288,288,0,0,0,0,0,0
13642,42273,39.5,9849,8977,563,19,251,0,32,118
13646,42083,36.3,2681,2610,12,22,22,0,6,1
13648,45391,39.5,2094,2044,0,12,30,4,16,3
13650,47794,48.8,1433,1427,0,2,4,0,2,2
13662,41225,44.7,16692,15879,48,195,203,0,290,37
13667,47596,39.1,3017,2946,10,11,26,0,20,0
13668,46679,33.8,3484,3313,5,49,49,0,7,1
13669,44931,42.2,16436,14873,880,110,430,7,76,199
13673,48485,33.1,2228,2040,63,13,102,0,2,38
13676,47948,23.5,16728,15334,379,394,551,14,59,128
13679,48750,38.8,1810,1781,0,0,30,0,0,17
13685,60417,35.1,2306,2158,14,17,69,0,0,45
13691,53375,39.9,2948,2768,33,27,83,0,24,0
13693,58590,43.4,534,475,0,5,16,0,0,0
13694,67813,43.7,1581,1434,24,0,17,0,99,0
13730,40429,44.1,3185,3101,2,20,44,0,13,11
13731,46696,51.4,1066,1044,6,10,20,0,0,3
13732,78457,41.5,8101,7890,19,71,113,0,14,82
13733,49107,46.3,5332,5209,9,33,111,0,5,18
13740,44167,46.9,475,461,0,5,5,0,3,0
13743,55407,41.1,3794,3645,0,0,40,17,5,0
13750,41071,42.9,858,853,0,0,5,0,0,0
13753,50038,28.9,5710,5034,420,57,374,0,7,130
13754,45313,46.3,3561,3370,89,0,75,0,3,3
13760,50770,42.3,44585,40741,1200,806,1418,18,33,620
13775,49667,38.8,1841,1827,14,0,6,0,0,0
13778,53817,44,5922,5742,89,40,112,0,0,1
13783,33750,49.4,2199,1997,102,36,53,0,22,15
13787,44565,37.7,3543,3461,40,0,74,0,0,33
13790,39174,40.4,17858,15051,880,850,784,28,14,304
13803,51857,38.5,4153,3950,21,113,87,0,19,4
13811,50671,49.1,4228,4140,24,2,44,0,18,0
13815,42250,41.1,13896,13256,130,75,239,0,60,95
13820,41458,26.5,22746,20367,935,392,1267,0,23,420
13825,52109,46.6,3522,3378,8,24,21,0,8,0
13827,56004,44.8,11649,11137,143,160,192,0,0,17
13830,47134,45.6,5020,4812,54,29,185,0,0,75
13838,38786,43.6,4450,4386,0,38,137,0,0,0
13839,49554,48.8,1214,1172,18,11,12,0,0,0
13849,40158,46.4,3893,3815,12,4,70,0,2,0
13850,61425,45,22080,19319,544,1846,440,0,80,81
13856,38070,44.8,6570,6460,39,0,114,0,0,0
13862,52891,41.1,4531,4454,15,0,61,0,0,44
13865,57956,44.2,6373,6236,59,9,38,0,18,0
13901,42065,40.2,19006,16772,1247,295,806,13,56,247
13903,43244,42.6,18735,15662,1792,470,705,0,61,82
13904,43281,41.4,9626,8353,604,241,411,0,56,110
13905,35603,36.1,27543,21706,2736,1736,1741,0,103,256
14001,54341,45.5,9790,9306,158,122,97,0,112,43
14004,63306,43.6,12284,10956,875,16,310,0,24,193
14006,57090,44.8,9612,9225,39,46,130,0,44,21
14009,45739,42.6,5532,5405,10,65,35,0,4,0
14011,61838,37.8,9957,7114,2208,63,826,0,78,258
14020,44522,41.7,23120,20822,1236,135,967,0,78,363
14031,64978,46.2,9710,9079,89,286,221,0,0,69
14032,100042,41.8,7853,7467,91,253,64,0,0,2
14043,50765,42,24267,23213,270,135,687,0,6,334
14047,63940,41.5,6596,6343,22,53,135,0,11,39
14048,40371,40.7,14718,12788,772,83,3696,0,32,622
14051,106710,43.6,20133,17587,306,1594,435,60,89,107
14052,71743,44.8,17072,16744,53,108,207,0,7,76
14057,63360,48.4,8241,8232,3,2,87,0,0,3
14059,75393,50.8,9834,9742,1,63,40,0,0,28
14062,52917,46.4,3311,3181,2,2,99,0,42,33
14063,48504,31.7,14555,13759,278,247,670,55,22,125
14068,68537,47,7131,5865,371,578,162,0,1,0
14070,42979,41.9,6050,4612,603,118,237,0,403,173
14072,77857,42.8,20580,19462,314,342,686,0,27,138
14075,62643,43.6,42837,41211,690,64,1120,0,86,276
14085,88645,41.3,7167,6966,123,0,137,10,14,22
14086,76293,41.6,32159,31360,113,158,586,0,44,16
14092,63886,50,11595,10732,67,206,151,5,431,23
14094,50214,41.5,50605,45990,2297,582,1906,9,68,551
14098,57226,42.7,3079,3004,47,13,83,2,0,0
14103,45113,39.1,10728,9517,555,98,461,14,177,88
14105,57583,43.9,4247,4230,0,6,6,0,0,6
14120,55020,42.6,44800,42919,850,451,852,32,81,44
14127,80220,45.4,30329,29524,254,247,559,0,28,49
14136,45125,40.9,5109,5028,15,6,164,0,14,0
14141,49583,45.2,7684,7418,83,45,101,0,14,28
14150,51658,44,41908,38662,890,719,994,0,89,331
14172,65511,46.4,3104,3066,30,0,0,0,5,3
14174,66675,47.7,5683,5525,61,0,168,0,38,0
14206,33971,39.4,21670,17248,3001,76,1287,0,106,534
14207,24949,31.2,23285,14246,3653,1707,4952,0,278,2134
14211,23382,32.6,20885,3976,15295,565,744,0,47,293
14215,31874,31.3,39786,5903,32086,552,748,0,40,368
14216,47433,36.8,22203,17190,3436,133,1515,0,144,770
14217,50810,42.2,22911,21225,852,164,781,5,126,73
14218,38240,39.8,18943,15717,1755,135,1682,0,35,745
14219,49721,41.9,10912,10172,133,2,282,0,36,124
14220,45537,39.3,24525,21756,1023,87,2060,0,103,958
14221,75377,47.6,54109,47848,1623,3376,1741,0,133,306
14223,58817,42.5,22901,20833,637,757,809,0,64,73
14224,59208,45.4,40002,38646,544,148,625,0,77,224
14225,46488,41.3,33228,28301,3577,374,828,55,105,319
14226,63756,40.6,28593,23468,2344,1964,597,0,1,275
14227,49943,48.7,22950,20663,1112,523,772,0,160,146
14228,47875,33.3,21887,16615,2100,1959,915,0,92,249
14301,21343,38,12965,8028,4007,263,354,8,216,26
14303,30101,41.7,6073,4046,1600,68,62,0,74,62
14304,48511,45.2,28605,26116,1073,604,553,27,308,21
14305,33295,35.6,17249,11046,5333,29,491,41,150,123
14411,43644,40.9,14493,11951,1695,107,1042,0,37,517
14414,60719,38.7,7062,6843,18,82,62,0,0,0
14420,53232,31.8,20638,18918,422,346,779,0,89,341
14424,54711,45.7,26862,25432,431,328,496,73,13,201
14425,63916,36.1,11415,10356,298,215,800,0,68,73
14428,54868,46.6,8003,7704,94,57,288,0,0,35
14435,61071,45,2894,2848,8,0,14,0,34,0
14437,44009,44.5,11314,10166,956,6,479,0,51,47
14445,50380,37.5,7892,6979,556,111,466,0,9,124
14450,76914,44.4,41414,38766,652,1199,752,41,83,58
14454,42925,21.5,11124,9799,278,524,506,0,0,101
14456,47388,35.8,19865,16983,1457,197,2105,0,138,452
14467,73644,42.2,9784,7830,877,637,304,4,25,210
14468,65069,42.6,18271,17622,144,234,520,0,50,83
14469,62000,45.7,6500,6414,10,44,48,0,3,11
14470,47298,43.8,7930,7667,107,16,118,5,48,7
14471,57823,53.4,2628,2482,0,0,20,0,47,0
14472,91356,46,8308,7990,114,142,140,0,14,0
14482,53214,41.8,8265,7666,294,12,180,0,0,40
14487,70338,42.6,5539,5442,21,13,21,0,32,0
14489,43472,44,7261,6542,513,0,385,0,24,53
14502,65241,40,10698,10401,75,36,182,0,15,22
14512,52101,46.9,4765,4681,4,0,23,0,2,15
14513,43724,44.8,14001,12647,697,114,781,0,0,187
14519,60139,44.4,11594,10983,322,149,420,0,14,16
14521,45742,41.2,2755,2493,147,21,91,0,18,27
14522,48516,44.6,9288,8930,22,69,217,0,9,37
14526,79964,43.6,20609,19296,264,566,422,2,15,99
14527,47519,42.6,12923,12566,118,61,145,0,2,28
14530,51768,41.6,5392,5369,4,0,96,0,0,0
14534,105608,45.9,32399,28650,859,2065,567,11,48,248
14541,55921,35.7,4634,3417,1046,4,493,0,74,0
14551,47024,37,5693,4786,466,32,427,0,36,196
14559,72242,41.7,18336,17274,433,247,578,0,38,62
14564,81071,43.5,14382,13836,70,395,301,0,13,0
14568,77629,37.6,6465,6305,0,19,234,0,14,45
14569,44688,45.3,6216,6038,85,0,139,0,0,0
14572,41047,42.6,5228,5046,59,30,61,0,5,0
14580,69143,43.2,50946,47098,893,1683,1559,0,25,162
14586,76902,32.9,11452,8700,908,1136,540,11,60,98
14589,55717,45.2,7573,6939,463,22,393,0,11,12
14590,42193,44.6,5199,4990,79,51,96,0,0,10
14606,37830,36.3,29076,18356,6624,1626,4102,13,104,1372
14609,40737,33.4,44103,23160,14802,527,7897,9,124,2877
14610,57831,44.4,13679,11819,1023,379,367,1,0,77
14611,25674,31.7,17773,4771,11029,227,2567,0,125,919
14612,61769,43.9,34668,31334,1785,684,1506,9,63,268
14613,28612,31.2,12212,4549,5045,1351,1864,0,36,470
14615,35946,36.4,15579,9687,4000,567,2006,0,50,720
14616,46874,41.8,28638,24702,2081,366,1904,0,102,973
14617,62051,43.3,22776,21355,665,306,1323,8,54,183
14618,81800,40.9,21367,17878,1130,1490,712,0,53,183
14619,37448,32.7,15237,3323,10935,108,720,0,13,326
14620,40179,31.2,25689,19266,3264,2224,1440,20,8,378
14621,25282,32.1,34576,10674,16560,995,11026,38,799,3551
14622,51081,45.3,12042,11013,775,129,570,0,0,28
14623,47298,26.8,26003,19102,2747,3115,985,0,78,230
14624,60923,40.8,35918,30241,4071,612,1260,0,60,345
14625,71861,46.9,9990,9396,216,83,403,0,0,56
14626,54636,45.6,29735,27677,929,436,1445,0,28,249
14701,36414,39.6,40232,36277,1578,192,2906,13,239,870
14706,48953,45.4,6294,6069,26,95,26,0,38,14
14710,51354,45.5,3359,3306,0,0,28,0,22,0
14712,48446,49,3483,3454,29,0,0,0,0,0
14724,46555,42,2486,2453,3,7,6,0,4,0
14727,47453,45.7,5161,5012,20,48,56,0,3,16
14728,55000,49.3,801,706,0,69,23,0,0,13
14731,54926,51.4,1374,1352,18,0,18,0,0,4
14737,43615,42.5,3997,3884,30,23,117,0,20,7
14738,49060,47.8,3641,3582,11,0,32,0,20,14
14741,55042,39.7,2218,2161,13,0,14,0,43,1
14750,51912,46.1,4309,4104,24,149,48,0,24,8
14755,44911,39.3,3120,2908,66,0,80,0,34,28
14757,46319,40.9,3520,3336,70,23,93,0,0,13
14760,42785,43.2,18208,16954,530,278,203,0,165,8
14772,42962,36.5,4087,3889,17,0,97,0,32,11
14775,41815,39.4,2284,2263,12,0,76,5,0,4
14779,31467,39,6629,4801,123,35,262,0,1220,88
14787,42762,48,5030,5001,21,0,156,0,0,8
14801,45565,38.5,5638,5501,11,17,14,0,15,5
14809,44167,42.4,2413,2342,19,0,42,5,0,18
14810,41061,44.6,12444,11733,454,42,257,0,11,126
14812,57589,40.5,3369,3218,89,11,34,0,2,18
14818,61563,46.9,1598,1586,0,0,0,0,2,0
14821,49707,40.4,2967,2942,20,1,32,0,0,4
14823,50595,41.2,3617,3488,61,7,55,0,0,23
14830,52693,40.4,19679,18429,409,362,278,3,44,20
14837,46950,40.2,5569,5419,47,27,177,0,5,19
14840,52140,51.5,3110,3009,65,4,10,0,15,5
14843,39541,40.4,13052,12374,256,95,242,0,12,30
14845,62160,44.9,20961,19693,189,771,443,0,16,1
14847,50000,48.6,2282,2181,46,19,12,0,23,0
14850,46423,26.1,65647,48800,3697,9786,3858,0,172,786
14865,40204,50.7,2787,2732,13,12,62,0,6,7
14867,56234,35.8,5738,5447,72,86,106,0,38,46
14870,62567,41.1,10647,9313,312,868,273,0,0,22
14871,63820,48,5561,5073,470,0,168,0,4,8
14873,48931,41.1,2832,2764,9,4,119,0,0,30
14882,78183,42.7,3939,3639,90,40,152,1,4,57
14883,48679,41.4,4056,3968,38,35,144,0,12,1
14886,65745,41.7,7236,6917,2,45,92,0,36,28
14891,44110,43.7,4655,4496,52,17,108,0,8,0
14892,51690,39.9,8000,7811,162,11,35,0,0,0
14895,39449,44.2,9802,9623,34,29,157,0,74,7
14901,27154,34.1,17019,12473,3265,103,799,0,79,52
14903,46406,39,6805,6379,64,138,14,0,13,0
14904,38343,37.8,15411,13539,430,56,761,0,211,57
14905,59550,42.2,9414,8637,379,67,134,0,9,14
15001,53162,45.4,32188,27430,4048,122,559,0,8,80
15003,37868,42.4,11465,9330,1327,70,318,0,22,85
15005,64427,45.8,9783,9170,260,186,105,11,0,0
15009,58059,48.2,15218,14692,249,57,194,8,4,91
15010,46950,42.3,28232,25627,1503,272,273,0,0,123
15012,54266,45.8,15786,14980,255,306,165,17,0,11
15014,42736,42.8,3203,2891,157,48,0,0,0,0
15017,59898,42,15830,14641,245,671,150,0,0,19
15021,52364,45.8,7772,7632,25,9,106,0,0,16
15022,39629,45,10195,9585,410,17,36,0,5,7
15024,55275,47.7,8721,8314,52,133,32,0,4,8
15025,51705,43.6,16262,12819,2854,88,274,0,0,91
15033,34812,42.3,4877,3902,615,102,74,0,0,9
15037,55863,47.7,11129,10662,202,19,237,13,9,85
15042,57664,48.6,7874,7470,139,122,140,11,0,10
15044,93681,44.6,27319,26211,234,538,307,18,47,33
15045,31859,42.6,4485,4271,65,39,20,0,0,0
15052,53417,44.1,3583,3491,39,5,42,0,2,4
15057,71409,41.7,14900,14141,144,399,202,0,11,78
15061,54060,42.6,12510,11665,513,61,70,0,0,0
15062,32970,48.5,7630,6109,1170,31,156,0,0,24
15063,48425,47.9,11104,10591,332,0,229,0,0,38
15065,50838,44,11650,10984,250,41,60,0,14,33
15066,42889,42.6,12714,11486,678,41,144,0,19,87
15068,44279,45.7,38256,33822,2832,247,593,0,127,76
15071,62524,40.8,10274,9888,70,201,159,0,8,13
15074,51042,45.6,9095,8263,704,11,78,0,0,0
15084,45439,42,9879,9149,493,15,69,0,1,0
15085,63427,44.2,7526,7348,132,16,0,0,0,0
15089,43903,47.7,5898,5853,2,9,53,0,0,0
15090,117473,41.4,22501,19434,692,2062,307,0,55,40
15101,82743,44.5,24422,23115,175,914,381,0,9,85
15102,70811,44.9,29744,28146,472,421,279,20,64,143
15104,24660,37.8,8913,3746,4658,5,145,0,8,31
15106,46854,43.2,19043,16914,1446,140,198,0,54,31
15108,64229,41,41570,37200,2125,1075,1056,0,22,153
15116,75353,47.6,14305,14047,51,80,156,13,0,5
15120,40733,44.3,18678,14642,3366,122,210,0,16,65
15122,45786,46.2,20120,17231,2240,63,270,0,18,21
15126,71220,41.8,6848,6454,127,62,175,0,94,79
15129,67321,43.5,10789,10079,228,274,164,0,36,0
15131,50865,52.9,8375,7924,358,63,28,0,0,6
15132,26625,42,21524,14185,5860,255,697,0,16,68
15133,47643,45.3,6355,6184,62,33,42,0,3,3
15135,52917,44.4,5433,5346,77,0,26,0,0,0
15136,42604,42.6,21999,17235,3228,414,324,0,25,183
15137,42383,43.8,10138,7929,1977,46,26,0,0,0
15139,57813,48.8,6358,6214,36,85,112,0,0,0
15142,151083,43.5,1284,1129,11,107,25,0,0,25
15143,91029,44.1,20342,18149,601,1056,326,12,0,154
15144,50930,45.1,4104,3940,31,49,71,0,0,23
15145,34613,43,7323,5806,1406,0,172,0,0,34
15146,56308,45.5,28486,22458,3496,1486,389,12,8,101
15147,44848,46.5,17494,13191,3671,30,209,9,0,79
15201,46038,37,13162,9360,3023,232,335,7,9,39
15202,45306,39.7,19506,17320,1204,205,207,0,118,76
15203,45100,29.4,9992,9349,172,221,277,0,19,144
15204,41308,39.8,8077,4357,3118,189,146,0,9,15
15205,51994,38.1,22676,19543,1657,683,309,8,71,101
15206,35404,37.2,29196,14106,12159,1810,717,0,57,145
15207,40942,40.7,11962,8910,2519,224,268,0,7,0
15208,32118,39.6,9844,3098,6291,260,140,0,14,17
15209,53157,41.7,12796,12402,284,19,90,0,0,0
15210,34282,34.5,27290,16877,8318,720,452,0,35,125
15211,50268,34,11186,9967,946,70,313,10,11,0
15212,36741,38.5,27620,17983,8052,350,721,0,44,280
15213,21883,21.7,28417,19178,3584,4497,950,26,46,240
15214,39420,37.9,14804,8594,5781,58,343,0,29,30
15215,64013,41.7,12494,11205,496,388,290,0,8,207
15216,51308,38.9,23092,20470,1560,345,1125,0,38,125
15217,67969,34.6,27550,23382,1101,2382,1070,0,67,132
15218,45738,41.4,13815,9717,3377,335,361,48,10,96
15219,19860,26.9,15624,6455,8174,359,294,6,74,113
15220,64581,39.3,17643,13836,964,2024,195,56,35,73
15221,38110,41.8,31046,14397,15005,406,490,8,30,82
15222,72400,32.2,3638,2824,358,354,121,0,16,2
15223,42821,40.9,6883,6616,144,1,88,0,0,28
15224,39040,32.9,10780,7582,2857,210,201,0,25,2
15226,50560,40.8,13842,12258,609,229,185,0,19,43
15227,53323,42.3,28273,25050,1331,1133,444,0,101,84
15228,79489,40.9,18173,16672,283,766,226,0,11,58
15229,60615,39.6,13836,13162,333,241,102,0,8,17
15232,49394,28.4,11451,8794,604,1771,409,0,33,49
15234,54513,43.3,14353,13409,172,541,248,0,10,22
15235,51080,45.2,33926,19180,13105,386,515,0,30,301
15236,58875,44.4,29894,27609,1248,911,146,14,30,9
15237,70335,45,41733,38748,789,1461,502,17,61,284
15238,85167,50.3,12959,11334,179,966,137,0,3,64
15239,67286,41.9,21394,20355,619,210,281,0,0,21
15241,104008,44.6,20186,18400,145,1250,463,0,25,8
15243,78438,50.3,13427,12531,138,482,378,0,14,22
15301,51696,43.5,49565,45133,3069,210,773,0,6,83
15317,70370,43.8,36860,34664,856,480,591,0,0,204
15332,61364,48.9,8074,7981,9,19,40,0,0,15
15342,49534,47,4751,4421,282,14,16,0,0,0
15367,120994,38.3,9202,8757,13,273,203,0,24,23
15370,52238,39.2,15278,12958,1782,42,410,3,145,112
15401,35097,44.8,31749,27797,2256,90,257,196,30,72
15417,36534,44.1,8548,7471,684,3,127,0,0,0
15424,33553,48.6,2458,2442,6,0,9,0,0,0
15425,37759,42.4,19406,18863,241,53,159,0,33,36
15431,32325,46.7,4199,4168,6,0,9,0,0,4
15437,44968,39.5,2424,2407,0,0,0,15,0,0
15445,48309,47.9,2409,2356,0,0,53,0,0,53
15461,37361,41.3,4122,3562,199,0,117,0,0,8
15501,43548,44.7,16641,15708,622,83,339,0,58,70
15522,45272,47.2,11664,11297,119,64,200,0,23,50
15530,42434,45.1,5300,5223,5,0,45,0,0,9
15537,43935,44.7,8088,7948,74,16,38,0,0,0
15541,49083,42.9,3691,3653,0,9,0,0,0,0
15552,44438,44.3,5918,5860,15,6,32,0,0,4
15557,47973,43.7,3585,3547,3,0,15,0,4,10
15601,52773,45.9,58187,54668,1857,620,652,0,99,33
15613,51119,49.1,13954,13746,144,10,111,17,6,10
15622,42548,52.4,1373,1352,21,0,0,0,0,0
15626,53233,50.3,5072,4922,38,39,28,0,0,0
15627,48774,45.1,6495,6290,0,9,61,0,0,57
15632,63544,44,9347,8695,58,399,156,0,13,9
15642,66516,44,45301,44363,180,414,407,0,1,0
15644,52522,45.6,19515,18569,384,132,138,0,11,66
15650,44548,44.6,28440,27467,415,115,196,7,68,41
15656,47334,44.5,10071,9802,135,38,48,0,0,8
15658,49301,50.4,8849,8667,8,7,99,4,47,11
