Zip Code,Median Income,Median Age,Total Population,White Percent,Black Percent,Asian Percent,Hispanic Percent,Pacific Percent,Native Percent,Other Percent,ZipName,State,Lat,Long,County
1095,86908,48.1,14436,0.9528262676641729,0.021335550013854253,0.011291216403435856,0.02486838459407038,0.0,0.0,0.003255749515101136,Wilbraham,MA,42.13,-72.43,Wilbraham
1098,71500,53.4,1095,0.9616438356164384,0.0027397260273972603,0.01004566210045662,0.0091324200913242,0.0036529680365296802,0.0,0.006392694063926941,Worthington,MA,42.41,-72.93,Hampshire County
1104,29184,36.1,22285,0.5803455238949966,0.13408122055194077,0.010904195647296389,0.5317029391967691,0.0006730984967466906,0.0009423378954453668,0.23836661431456135,Springfield,MA,42.11,-72.53,Hampden County
1106,106296,46.4,16077,0.9141630901287554,0.007899483734527585,0.06176525471169994,0.03601418175032655,0.0,0.0,0.006468868570006842,Longmeadow,MA,42.04,-72.57,Hampden County
1108,35238,31.6,26670,0.5560929883764529,0.16970378702662167,0.046644169478815146,0.4150356205474316,0.0011248593925759281,0.01046119235095613,0.17697787776527935,Springfield,MA,42.11,-72.53,Hampden County
1109,32644,25.4,30987,0.3316229386516926,0.40010326911285377,0.01448994739729564,0.36363636363636365,0.0,0.0025494562235776294,0.19901894342788912,Springfield,MA,42.11,-72.53,Hampden County
1118,65231,39.0,14192,0.7914317925591883,0.13930383314543404,0.03530157835400226,0.17770574971815106,0.0,0.0,0.017404171364148815,Springfield,MA,42.11,-72.53,Hampden County
1119,47417,35.2,13942,0.6346291780232391,0.2561325491321188,0.015779658585568786,0.2574236121073017,0.0,0.008607086501219337,0.06412279443408406,Springfield,MA,42.11,-72.53,Hampden County
1129,62280,40.2,7160,0.718854748603352,0.15963687150837988,0.036173184357541896,0.16396648044692738,0.0,0.0,0.050139664804469276,Springfield,MA,42.11,-72.53,Hampden County
1151,34280,28.2,9581,0.6703893121803569,0.14299133702118777,0.0270326688237136,0.4153011167936541,0.001252478864419163,0.002087464774031938,0.09237031625091327,Indian Orchard,MA,42.15,-72.51,Springfield
1201,44120,43.5,45557,0.8791623680224774,0.05805913471036284,0.015101960181750335,0.051100818754527294,0.0,0.0020194481638387074,0.013411769870711417,Pittsfield,MA,42.45,-73.26,Lenox
1220,41950,43.9,8536,0.9669634489222118,0.006794751640112465,0.0,0.00937207122774133,0.0,0.0028116213683223993,0.004803186504217432,Adams,MA,42.62,-73.11,Adams
1223,65033,52.5,2336,0.9730308219178082,0.004280821917808219,0.005136986301369863,0.012414383561643835,0.0,0.0017123287671232876,0.0025684931506849314,Becket,MA,42.33,-73.07,Lee
1226,48320,47.0,6944,0.9785426267281107,0.008352534562211982,0.0007200460829493088,0.03125,0.0,0.0015841013824884793,0.002880184331797235,Dalton,MA,42.47,-73.16,Berkshire County
1230,53180,46.9,8148,0.8656111929307806,0.011904761904761904,0.016200294550810016,0.10812469317623957,0.0,0.0,0.05608738340697104,Great Barrington,MA,42.19,-73.35,Lee
1235,64507,46.5,2904,0.9621212121212122,0.011019283746556474,0.0010330578512396695,0.007575757575757576,0.0,0.006887052341597796,0.004132231404958678,Hinsdale,MA,42.42,-73.07,Berkshire County
1237,76346,38.0,2735,0.9930530164533821,0.003656307129798903,0.0014625228519195613,0.0018281535648994515,0.0,0.0,0.0,Lanesborough,MA,42.51,-73.22,Berkshire County
1238,61492,45.9,6245,0.9535628502802241,0.0016012810248198558,0.02530024019215372,0.02834267413931145,0.0,0.0,0.01921537229783827,Lee,MA,42.3,-73.25,Lee
1240,51396,56.4,4823,0.9506531204644412,0.01078167115902965,0.02425876010781671,0.027161517727555463,0.0,0.0022807381297947336,0.0,Lenox,MA,42.35,-73.28,Lenox
1245,53833,54.4,807,0.9603469640644362,0.013630731102850062,0.0,0.028500619578686492,0.0,0.0,0.0,Monterey,MA,42.18,-73.21,Berkshire County
1247,39636,43.1,15859,0.949240179078126,0.01910587048363705,0.0025852828047165646,0.02850116653004603,0.0,0.004792231540450218,0.0022700044138974714,North Adams,MA,42.68,-73.11,Berkshire County
1253,66250,49.1,683,0.9838945827232797,0.007320644216691069,0.0,0.024890190336749635,0.0,0.0,0.0,Otis,MA,42.19,-73.07,Berkshire County
1254,83750,56.9,1043,0.9606903163950143,0.0019175455417066154,0.011505273250239693,0.023969319271332695,0.0,0.012464046021093002,0.007670182166826462,Richmond,MA,42.37,-73.36,Berkshire County
1255,56250,48.1,896,0.9129464285714286,0.0,0.04017857142857143,0.013392857142857142,0.0,0.002232142857142857,0.006696428571428571,Sandisfield,MA,42.11,-73.13,Berkshire County
1257,46917,52.4,2140,0.9672897196261683,0.005607476635514018,0.020093457943925235,0.009813084112149532,0.0,0.0,0.007009345794392523,Sheffield,MA,42.1,-73.34,Berkshire County
1258,64250,62.5,334,0.9640718562874252,0.020958083832335328,0.0,0.011976047904191617,0.0,0.0029940119760479044,0.011976047904191617,South Egremont,MA,42.16,-73.41,Hillsdale
1262,47250,52.1,1337,0.8833208676140614,0.044128646222887064,0.02318623784592371,0.02318623784592371,0.0,0.0,0.0037397157816005983,Stockbridge,MA,42.3,-73.32,Berkshire County
1266,78333,51.9,1491,0.9523809523809523,0.002012072434607646,0.006036217303822937,0.01341381623071764,0.0,0.010731052984574111,0.0,West Stockbridge,MA,42.31,-73.39,Berkshire County
1267,74167,35.1,7906,0.8766759423222868,0.024032380470528712,0.04262585378193777,0.041108019225904374,0.0,0.011004300531242095,0.013786997217303315,Williamstown,MA,42.7,-73.2,Williamstown
1301,48612,42.9,17731,0.9292764085499972,0.017539901866786983,0.017821893858214425,0.060233489368901924,0.0009023743725678191,0.0008459759742823304,0.011110484462241272,Greenfield,MA,42.58,-72.59,Franklin County
1331,51002,42.9,13264,0.9452653799758746,0.0024125452352231603,0.009122436670687576,0.06717430639324487,0.0,0.0014324487334137514,0.02789505428226779,Athol,MA,42.59,-72.23,Orange
1360,60721,45.2,3031,0.9660178159023425,0.001979544704717915,0.02111514351699109,0.023094688221709007,0.0,0.0,0.001979544704717915,Northfield,MA,42.7,-72.43,Franklin County
1364,41994,42.2,7932,0.966338880484115,0.006933938477054967,0.011472516389309127,0.016011094301563288,0.0,0.00340393343419062,0.0,Orange,MA,42.59,-72.3,Orange
1373,67465,46.6,4406,0.9655015887426237,0.006128007262823422,0.005901044030866999,0.01702224239673173,0.0,0.00522015433499773,0.004993191103041307,South Deerfield,MA,42.47,-72.59,Deerfield
1420,46628,33.9,40419,0.791014127019471,0.03849674657957891,0.04356861871891932,0.23879858482396893,0.0,0.002350379771889458,0.08995769316410598,Fitchburg,MA,42.58,-71.81,Lunenburg
1430,85662,43.6,6133,0.9548345018751019,0.011902820805478559,0.0,0.00978314038806457,0.0,0.0,0.007500407630849503,Ashburnham,MA,42.63,-71.9,Winchendon
